38.81299973,-836.1099854,0,-836.1099854
38.84999847,-716.3099976,0.036998749,-716.3099976
38.89199829,-685.3099976,0.078998566,-685.3099976
38.92100143,-654.9099731,0.108001709,-654.9099731
38.95999908,-653.8800049,0.146999359,-653.8800049
39.0019989,-539.6099854,0.188999176,-539.6099854
39.03099823,-174.5800018,0.217998505,-174.5800018
39.0719986,303.980011,0.258998871,303.980011
39.10100174,433.730011,0.288002014,433.730011
39.14400101,869.1699829,0.331001282,869.1699829
39.17900085,1227.069946,0.366001129,1227.069946
39.22200012,1285.109985,0.409000397,1285.109985
39.26100159,1391.839966,0.448001862,1391.839966
39.29000092,1416.300049,0.47700119,1416.300049
39.31900024,1327.439941,0.506000519,1327.439941
39.34799957,1286.319946,0.534999847,1286.319946
39.3769989,1246.660034,0.563999176,1246.660034
39.41500092,1176.410034,0.60200119,1176.410034
39.44400024,1185.410034,0.631000519,1185.410034
39.48500061,1237.359985,0.672000885,1237.359985
39.52799988,1019.109985,0.715000153,1019.109985
39.55699921,908.0300293,0.743999481,908.0300293
39.60200119,743.0100098,0.789001465,743.0100098
39.64300156,628.7399902,0.830001831,628.7399902
39.67200089,654.5300293,0.85900116,654.5300293
39.7140007,527.9299927,0.901000977,527.9299927
39.74300003,431.1799927,0.930000305,431.1799927
39.77199936,446.4200134,0.958999634,446.4200134
39.81399918,-80.93000031,1.000999451,-80.93000031
39.85200119,-707.1799927,1.039001465,-707.1799927
39.89300156,-869.1799927,1.080001831,-869.1799927
39.92200089,-1049.050049,1.10900116,-1049.050049
39.96500015,-1138.619995,1.152000427,-1138.619995
39.99399948,-1134.97998,1.180999756,-1134.97998
40.02199936,-1084.640015,1.208999634,-1084.640015
40.06299973,-897.3499756,1.25,-897.3499756
40.10599899,-847.6500244,1.292999268,-847.6500244
40.13499832,-828.8599854,1.321998596,-828.8599854
40.16400146,-870.6900024,1.35100174,-870.6900024
40.20800018,-957.1699829,1.395000458,-957.1699829
40.23600006,-1001.710022,1.423000336,-1001.710022
40.27199936,-990.4199829,1.458999634,-990.4199829
40.31399918,-997.1099854,1.500999451,-997.1099854
40.3429985,-961.75,1.529998779,-961.75
40.38100052,-902.9299927,1.568000793,-902.9299927
40.42300034,-897.9799805,1.61000061,-897.9799805
40.45100021,-897.8400269,1.638000488,-897.8400269
40.49399948,-813.8699951,1.680999756,-813.8699951
40.52399826,-832.1300049,1.710998535,-832.1300049
40.56700134,-745.7199707,1.754001617,-745.7199707
40.59600067,-641.710022,1.783000946,-641.710022
40.63399887,-70.01999664,1.820999146,-70.01999664
40.6629982,55.24000168,1.849998474,55.24000168
40.70500183,105.9800034,1.892002106,105.9800034
40.74599838,442.5100098,1.932998657,442.5100098
40.77500153,756.9500122,1.962001801,756.9500122
40.8030014,855.3900146,1.990001678,855.3900146
40.84400177,983.7199707,2.031002045,983.7199707
40.88399887,1127.170044,2.070999146,1127.170044
40.9129982,1299.569946,2.099998474,1299.569946
40.95399857,1281.810059,2.14099884,1281.810059
40.99499893,1394.079956,2.181999207,1394.079956
41.02299881,1313.099976,2.209999084,1313.099976
41.06700134,1241.869995,2.254001617,1241.869995
41.10800171,1132.699951,2.295001984,1132.699951
41.13700104,1126.060059,2.324001312,1126.060059
41.18000031,854.75,2.36700058,854.75
41.22200012,850.4500122,2.409000397,850.4500122
41.25,769.0700073,2.437000275,769.0700073
41.29100037,623.2399902,2.478000641,623.2399902
41.31999969,594.3699951,2.506999969,594.3699951
41.36100006,547.4699707,2.548000336,547.4699707
41.39799881,612.8599854,2.584999084,612.8599854
41.43999863,527.8400269,2.626998901,527.8400269
41.46900177,531.1699829,2.656002045,531.1699829
41.51800156,542.9000244,2.705001831,542.9000244
41.55500031,542.9000244,2.74200058,542.9000244
41.59700012,468.519989,2.784000397,468.519989
41.625,-1051.930054,2.812000275,-1051.930054
41.66799927,-1051.930054,2.854999542,-1051.930054
41.6969986,-1143.27002,2.883998871,-1143.27002
41.72499847,-1143.23999,2.911998749,-1143.23999
41.76699829,-1098.26001,2.953998566,-1098.26001
41.80599976,-1058.189941,2.993000031,-1058.189941
41.83499908,-875.4699707,3.021999359,-875.4699707
41.8769989,-844.8900146,3.063999176,-844.8900146
41.91400146,-852.5700073,3.10100174,-852.5700073
41.95700073,-867.3499756,3.144001007,-867.3499756
41.98600006,-876.1900024,3.173000336,-876.1900024
42.02299881,-935.9699707,3.209999084,-935.9699707
42.06499863,-1007.320007,3.251998901,-1007.320007
42.09400177,-979.7299805,3.281002045,-979.7299805
42.13199997,-904.8800049,3.319000244,-904.8800049
42.17399979,-857.8599854,3.361000061,-857.8599854
42.20299911,-837.3499756,3.38999939,-837.3499756
42.24100113,-686.210022,3.428001404,-686.210022
42.28300095,-601.1799927,3.470001221,-601.1799927
42.31200027,-621.8499756,3.499000549,-621.8499756
42.35200119,-708.960022,3.539001465,-708.960022
42.38100052,-534.6799927,3.568000793,-534.6799927
42.42200089,9.770000458,3.60900116,9.770000458
42.46300125,299.6600037,3.650001526,299.6600037
42.49200058,502.1300049,3.679000854,502.1300049
42.5340004,857.2199707,3.721000671,857.2199707
42.5719986,983.8099976,3.758998871,983.8099976
42.60100174,1083.73999,3.788002014,1083.73999
42.64400101,1122.75,3.831001282,1122.75
42.68299866,1031.180054,3.869998932,1031.180054
42.7120018,1021.809998,3.899002075,1021.809998
42.75400162,1085.119995,3.941001892,1085.119995
42.79299927,1116.569946,3.979999542,1116.569946
42.8219986,1097.339966,4.008998871,1097.339966
42.85100174,1092.699951,4.038002014,1092.699951
