Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),,,,,
690,0.03,0,0,0.0387,-0.0161,-1.0062,0,0,0,,,,,
692,0.03,0,-0.01,0.0387,-0.0163,-1.0062,0,0,0,,,,,
694,0.03,0,-0.01,0.0385,-0.0164,-1.0063,0,0,0,,,,,
696,0.03,0,-0.01,0.0385,-0.0163,-1.0063,0,0,0,,,,,
698,0.02,0.01,-0.01,0.0386,-0.0164,-1.0063,0,0,0,,,,,
700,0.02,0.01,-0.01,0.0387,-0.0163,-1.0064,0,0,0,,,,,
702,0.02,0.01,-0.01,0.0388,-0.0164,-1.0065,0,0,0,,,,,
704,0.02,0.02,-0.01,0.0388,-0.0163,-1.0067,0,0,0,,,,,
706,0.02,0.02,-0.02,0.0387,-0.0163,-1.0068,0,0,0,,,,,
708,0.02,0.02,-0.02,0.0389,-0.0164,-1.007,0,0,0,,,,,
710,0.02,0.01,-0.02,0.0389,-0.0165,-1.0072,0,0,0,,,,,
712,0.03,0.01,-0.02,0.0389,-0.0165,-1.0072,0,0,0,,,,,
714,0.03,0.02,-0.02,0.0389,-0.0164,-1.0072,0,0,0,,,,,
716,0.04,0.02,-0.02,0.0391,-0.0161,-1.0073,0,0,0,,,,,
719,0.04,0.03,-0.02,0.0391,-0.016,-1.0073,0,0,0,,,,,
721,0.04,0.03,-0.01,0.0391,-0.016,-1.0072,0,0,0,,,,,
723,0.04,0.03,0,0.0391,-0.016,-1.0072,0,0,0,,,,,
725,0.04,0.02,0,0.0393,-0.0159,-1.0069,0,0,0,,,,,
727,0.04,0.02,0,0.0393,-0.0158,-1.0065,0,0,0,,,,,
729,0.04,0.02,0,0.0393,-0.0158,-1.0064,0,0,0,,,,,
731,0.04,0.01,0,0.0394,-0.0159,-1.0064,0,0,0,,,,,
733,0.04,0.01,-0.01,0.0393,-0.0159,-1.0062,0,0,0,,,,,
735,0.04,0.01,-0.01,0.0393,-0.016,-1.0062,0,0,0,,,,,
737,0.04,0.01,-0.01,0.0393,-0.0159,-1.0062,0,0,0,,,,,
739,0.05,0.02,-0.01,0.0391,-0.0158,-1.0062,0,0,0,,,,,
741,0.04,0.02,0,0.0389,-0.0157,-1.0061,0,0,0,,,,,
743,0.04,0.02,-0.01,0.0389,-0.0157,-1.0064,0,0,0,,,,,
745,0.04,0.02,-0.01,0.0389,-0.0159,-1.0062,0,0,0,,,,,
747,0.04,0.02,0,0.0389,-0.016,-1.0063,0,0,0,,,,,
749,0.03,0.01,0,0.0388,-0.0161,-1.0063,0,0,0,,,,,
752,0.03,0.01,0,0.0388,-0.0161,-1.0061,0,0,0,,,,,
754,0.03,0.01,-0.01,0.0387,-0.0162,-1.0062,0,0,0,,,,,
756,0.03,0.01,0,0.0387,-0.0162,-1.0064,0,0,0,,,,,
758,0.03,0,0,0.0387,-0.0163,-1.0066,0,0,0,,,,,
760,0.03,0,0,0.0385,-0.0164,-1.0067,0,0,0,,,,,
762,0.03,0.01,0,0.0385,-0.0166,-1.0066,0,0,0,,,,,
764,0.03,0.01,0,0.0385,-0.0167,-1.0066,0,0,0,,,,,
766,0.03,0.01,0.01,0.0387,-0.0168,-1.0064,0,0,0,,,,,
768,0.02,0.01,0.02,0.0388,-0.0168,-1.0063,0,0,0,,,,,
770,0.02,0,0.02,0.0389,-0.0169,-1.0063,0,0,0,,,,,
772,0.03,0,0.02,0.039,-0.017,-1.0062,0,0,0,,,,,
774,0.04,0,0.02,0.0391,-0.017,-1.006,0,0,0,,,,,
776,0.04,0,0.02,0.0391,-0.0169,-1.0061,0,0,0,,,,,
778,0.04,0,0.02,0.039,-0.017,-1.0061,0,0,0,,,,,
780,0.04,0,0.02,0.0391,-0.0171,-1.0061,0,0,0,,,,,
782,0.04,0.01,0.02,0.0392,-0.0172,-1.0063,0,0,0,,,,,
785,0.04,0.02,0.02,0.0393,-0.0171,-1.0062,0,0,0,,,,,
787,0.04,0.02,0.02,0.0392,-0.0171,-1.0061,0,0,0,,,,,
789,0.04,0.02,0.02,0.0391,-0.0172,-1.0061,0,0,0,,,,,
791,0.04,0.03,0.02,0.0391,-0.0173,-1.0061,0,0,0,,,,,
793,0.04,0.03,0.02,0.039,-0.0172,-1.006,0,0,0,,,,,
795,0.03,0.03,0.02,0.0389,-0.017,-1.0063,0,0,0,,,,,
797,0.02,0.04,0.03,0.0388,-0.017,-1.0065,0,0,0,,,,,
799,0.04,0.04,0.03,0.0388,-0.0171,-1.0062,0,0,0,,,,,
801,0.04,0.04,0.03,0.0388,-0.0171,-1.0062,0,0,0,,,,,
803,0.03,0.04,0.03,0.0388,-0.0172,-1.0063,0,0,0,,,,,
805,0.03,0.05,0.03,0.0387,-0.0172,-1.0063,0,0,0,,,,,
807,0.03,0.04,0.03,0.0386,-0.0172,-1.006,0,0,0,,,,,
809,0.03,0.04,0.02,0.0386,-0.0171,-1.0061,0,0,0,,,,,
811,0.03,0.04,0.02,0.0387,-0.017,-1.0061,0,0,0,,,,,
813,0.03,0.04,0.02,0.0386,-0.0169,-1.0059,0,0,0,,,,,
816,0.04,0.04,0.02,0.0385,-0.0168,-1.0062,0,0,0,,,,,
819,0.04,0.04,0.02,0.0386,-0.0167,-1.0063,0,0,0,,,,,
821,0.05,0.04,0.02,0.0387,-0.0165,-1.0061,0,0,0,,,,,
823,0.05,0.03,0.02,0.0386,-0.0166,-1.0062,0,0,0,,,,,
825,0.06,0.03,0.02,0.0387,-0.0166,-1.0064,0,0,0,,,,,
827,0.06,0.03,0.02,0.0386,-0.0167,-1.0061,0,0,0,,,,,
829,0.07,0.02,0.01,0.0386,-0.0167,-1.0063,0,0,0,,,,,
831,0.07,0.02,0.01,0.0386,-0.0167,-1.0066,0,0,0,,,,,
833,0.07,0.02,0,0.0387,-0.0165,-1.0066,0,0,0,,,,,
835,0.06,0.02,0,0.0387,-0.0166,-1.0066,0,0,0,,,,,
837,0.06,0.02,0.01,0.0386,-0.0165,-1.0068,0,0,0,,,,,
839,0.05,0.02,0.01,0.0386,-0.0164,-1.0069,0,0,0,,,,,
841,0.05,0.02,0.01,0.0388,-0.0166,-1.0068,0,0,0,,,,,
843,0.05,0.02,0.02,0.0387,-0.0166,-1.0068,0,0,0,,,,,
845,0.05,0.02,0.02,0.0388,-0.0165,-1.0069,0,0,0,,,,,
847,0.05,0.02,0.02,0.039,-0.0165,-1.0067,0,0,0,,,,,
849,0.05,0.02,0.03,0.0392,-0.0165,-1.0067,0,0,0,,,,,
852,0.04,0.02,0.02,0.0392,-0.0167,-1.007,0,0,0,,,,,
854,0.04,0.01,0.03,0.0393,-0.0166,-1.007,0,0,0,,,,,
856,0.04,0.02,0.03,0.0394,-0.0166,-1.0069,0,0,0,,,,,
858,0.04,0.01,0.03,0.0395,-0.0165,-1.0069,0,0,0,,,,,
860,0.04,0.01,0.03,0.0396,-0.0164,-1.0067,0,0,0,,,,,
862,0.04,0,0.03,0.0395,-0.0163,-1.0067,0,0,0,,,,,
864,0.04,0,0.03,0.0394,-0.0164,-1.0068,0,0,0,,,,,
866,0.04,0,0.03,0.0395,-0.0164,-1.0066,0,0,0,,,,,
868,0.04,0,0.02,0.0395,-0.0163,-1.0064,0,0,0,,,,,
870,0.04,-0.01,0.02,0.0394,-0.0164,-1.0065,0,0,0,,,,,
872,0.04,0,0.02,0.0393,-0.0163,-1.0062,0,0,0,,,,,
874,0.05,-0.01,0.02,0.0393,-0.0163,-1.0063,0,0,0,,,,,
876,0.05,-0.01,0.01,0.0393,-0.0163,-1.0064,0,0,0,,,,,
878,0.05,-0.01,0.01,0.0391,-0.0163,-1.0065,0,0,0,,,,,
880,0.04,-0.01,0,0.039,-0.0164,-1.0062,0,0,0,,,,,
882,0.05,-0.01,0,0.0389,-0.0162,-1.006,0,0,0,,,,,
885,0.04,0,0,0.0388,-0.0162,-1.0061,0,0,0,,,,,
887,0.04,0,0,0.0387,-0.0162,-1.0062,0,0,0,,,,,
889,0.04,0,-0.01,0.0387,-0.0161,-1.0062,0,0,0,,,,,
891,0.04,0,-0.01,0.0386,-0.0163,-1.0061,0,0,0,,,,,
893,0.04,0,0,0.0387,-0.0164,-1.006,0,0,0,,,,,
895,0.04,0.01,0,0.0387,-0.0163,-1.0055,0,0,0,,,,,
897,0.05,0.01,0,0.0387,-0.0161,-1.0056,0,0,0,,,,,
899,0.04,0.01,0,0.0387,-0.016,-1.0056,0,0,0,,,,,
901,0.04,0.01,0,0.0388,-0.0159,-1.0056,0,0,0,,,,,
903,0.04,0.01,0,0.0387,-0.0159,-1.0058,0,0,0,,,,,
905,0.04,0.02,0,0.0387,-0.0159,-1.0059,0,0,0,,,,,
907,0.04,0.02,0,0.0388,-0.016,-1.0059,0,0,0,,,,,
909,0.03,0.02,0,0.0388,-0.0161,-1.0058,0,0,0,,,,,
911,0.03,0.02,0,0.0387,-0.0161,-1.0059,0,0,0,,,,,
913,0.03,0.02,0,0.0387,-0.0162,-1.0059,0,0,0,,,,,
915,0.02,0.02,0,0.0388,-0.0161,-1.0057,0,0,0,,,,,
918,0.02,0.02,0,0.0388,-0.016,-1.0057,0,0,0,,,,,
920,0.02,0.03,0,0.0387,-0.0162,-1.0058,0,0,0,,,,,
922,0.02,0.03,0,0.0388,-0.0162,-1.0059,0,0,0,,,,,
924,0.02,0.03,0,0.0387,-0.016,-1.0059,0,0,0,,,,,
926,0.02,0.03,0,0.0387,-0.0161,-1.0063,0,0,0,,,,,
928,0.02,0.03,0,0.0387,-0.0161,-1.0065,0,0,0,,,,,
930,0.02,0.03,0,0.0387,-0.0163,-1.0065,0,0,0,,,,,
932,0.03,0.03,0,0.0387,-0.0165,-1.0065,0,0,0,,,,,
934,0.02,0.03,0,0.0386,-0.0166,-1.0063,0,0,0,,,,,
936,0.02,0.03,0,0.0386,-0.0164,-1.0063,0,0,0,,,,,
938,0.02,0.03,0,0.0384,-0.0163,-1.0064,0,0,0,,,,,
940,0.02,0.02,0.01,0.0384,-0.0163,-1.0064,0,0,0,,,,,
942,0.03,0.02,0.01,0.0384,-0.0165,-1.0062,0,0,0,,,,,
944,0.03,0.02,0.01,0.0384,-0.0166,-1.0062,0,0,0,,,,,
946,0.03,0.02,0,0.0385,-0.0167,-1.0061,0,0,0,,,,,
950,0.03,0.02,0,0.0385,-0.0167,-1.0059,0,0,0,,,,,
953,0.04,0.02,0,0.0384,-0.0166,-1.006,0,0,0,,,,,
955,0.03,0.02,0,0.0383,-0.0166,-1.006,0,0,0,,,,,
957,0.03,0.01,0,0.0384,-0.0167,-1.006,0,0,0,,,,,
959,0.04,0.01,0,0.0384,-0.0165,-1.006,0,0,0,,,,,
961,0.04,0,0,0.0385,-0.0167,-1.0059,0,0,0,,,,,
963,0.04,0,0,0.0387,-0.0166,-1.006,0,0,0,,,,,
965,0.04,0.01,0,0.0388,-0.0165,-1.0061,0,0,0,,,,,
967,0.05,0.01,0,0.0387,-0.0165,-1.006,0,0,0,,,,,
969,0.06,0.01,0,0.0388,-0.0166,-1.0058,0,0,0,,,,,
971,0.06,0.02,-0.01,0.0389,-0.0167,-1.0055,0,0,0,,,,,
973,0.07,0.01,-0.01,0.0388,-0.0165,-1.0053,0,0,0,,,,,
975,0.07,0.02,-0.01,0.0388,-0.0163,-1.0055,0,0,0,,,,,
977,0.07,0.01,-0.01,0.0388,-0.0162,-1.0056,0,0,0,,,,,
979,0.07,0,-0.01,0.0388,-0.016,-1.006,0,0,0,,,,,
981,0.07,0,-0.01,0.039,-0.016,-1.006,0,0,0,,,,,
983,0.07,0,-0.01,0.039,-0.0158,-1.006,0,0,0,,,,,
986,0.07,0,-0.01,0.039,-0.0157,-1.0059,0,0,0,,,,,
988,0.07,0,-0.01,0.039,-0.0156,-1.0059,0,0,0,,,,,
990,0.07,0,-0.01,0.039,-0.0157,-1.0057,0,0,0,,,,,
992,0.06,0,-0.01,0.0388,-0.0156,-1.0057,0,0,0,,,,,
994,0.05,0,-0.01,0.0387,-0.0157,-1.0059,0,0,0,,,,,
996,0.05,0,-0.01,0.0386,-0.0158,-1.0057,0,0,0,,,,,
998,0.04,0,-0.01,0.0387,-0.0158,-1.0061,0,0,0,,,,,
1000,0.04,0,0,0.0388,-0.0159,-1.0063,0,0,0,,,,,
1002,0.04,0,0,0.0387,-0.0158,-1.0066,0,0,0,,,,,
1004,0.03,0,0.01,0.0387,-0.016,-1.0069,0,0,0,,,,,
1006,0.04,-0.01,0.01,0.0388,-0.016,-1.0069,0,0,0,,,,,
1008,0.03,0,0.01,0.0387,-0.016,-1.0069,0,0,0,,,,,
1010,0.03,0,0.01,0.0387,-0.0162,-1.0066,0,0,0,,,,,
1012,0.02,0,0.01,0.0387,-0.0163,-1.0069,0,0,0,,,,,
1014,0.03,0,0.02,0.0387,-0.0165,-1.0068,0,0,0,,,,,
1016,0.03,0,0.02,0.0387,-0.0167,-1.0066,0,0,0,,,,,
1019,0.03,0.01,0.02,0.0388,-0.0168,-1.0064,0,0,0,,,,,
1021,0.02,0.01,0.02,0.0388,-0.0168,-1.0064,0,0,0,,,,,
1023,0.03,0,0.02,0.0389,-0.0169,-1.0065,0,0,0,,,,,
1025,0.04,0,0.03,0.039,-0.0167,-1.0063,0,0,0,,,,,
1027,0.04,0,0.03,0.039,-0.0167,-1.0067,0,0,0,,,,,
1029,0.04,0,0.03,0.0388,-0.0167,-1.0064,0,0,0,,,,,
1031,0.05,0,0.03,0.0386,-0.0168,-1.0063,0,0,0,,,,,
1033,0.05,-0.01,0.03,0.0387,-0.0169,-1.0063,0,0,0,,,,,
1035,0.05,0,0.02,0.0387,-0.0168,-1.0063,0,0,0,,,,,
1037,0.05,0,0.03,0.0387,-0.0167,-1.0065,0,0,0,,,,,
1039,0.05,-0.01,0.02,0.0387,-0.0167,-1.0065,0,0,0,,,,,
1041,0.06,0,0.02,0.0387,-0.0166,-1.0064,0,0,0,,,,,
1043,0.06,0,0.02,0.0386,-0.0164,-1.0063,0,0,0,,,,,
1045,0.06,0,0.02,0.0387,-0.0166,-1.0066,0,0,0,,,,,
1047,0.06,0,0.02,0.0388,-0.0166,-1.0066,0,0,0,,,,,
1049,0.05,0,0.01,0.0388,-0.0166,-1.0069,0,0,0,,,,,
1052,0.05,0,0.01,0.0389,-0.0166,-1.007,0,0,0,,,,,
1054,0.05,0,0,0.0389,-0.0167,-1.0069,0,0,0,,,,,
1056,0.04,0.01,0,0.0387,-0.0166,-1.0067,0,0,0,,,,,
1058,0.04,0.01,0,0.0388,-0.0165,-1.0065,0,0,0,,,,,
1060,0.04,0.01,0,0.0389,-0.0164,-1.0066,0,0,0,,,,,
1062,0.04,0.01,0,0.0389,-0.0164,-1.0066,0,0,0,,,,,
1064,0.03,0.02,0,0.0388,-0.0164,-1.0068,0,0,0,,,,,
1066,0.02,0.02,0,0.0387,-0.0164,-1.0069,0,0,0,,,,,
1068,0.02,0.02,0,0.0386,-0.0164,-1.0068,0,0,0,,,,,
1070,0.02,0.02,-0.01,0.0388,-0.0165,-1.0068,0,0,0,,,,,
1072,0.02,0.02,-0.01,0.0388,-0.0167,-1.0068,0,0,0,,,,,
1074,0.02,0.02,-0.01,0.0389,-0.0167,-1.0068,0,0,0,,,,,
1076,0.02,0.03,-0.02,0.0388,-0.0164,-1.0067,0,0,0,,,,,
1078,0.01,0.03,-0.02,0.0388,-0.0163,-1.0075,0,0,0,,,,,
1080,0.02,0.03,-0.02,0.0387,-0.0163,-1.0074,0,0,0,,,,,
1083,0.02,0.03,-0.02,0.0386,-0.0163,-1.0076,0,0,0,,,,,
1086,0.02,0.03,-0.02,0.0385,-0.0163,-1.0077,0,0,0,,,,,
1088,0.02,0.03,-0.02,0.0385,-0.0165,-1.0077,0,0,0,,,,,
1090,0.03,0.02,-0.01,0.0385,-0.0166,-1.0075,0,0,0,,,,,
1092,0.02,0.03,-0.01,0.0387,-0.0167,-1.0075,0,0,0,,,,,
1094,0.02,0.03,-0.02,0.0388,-0.0165,-1.0072,0,0,0,,,,,
1096,0.03,0.03,-0.02,0.0388,-0.0164,-1.0071,0,0,0,,,,,
1098,0.04,0.03,-0.02,0.0388,-0.0163,-1.0069,0,0,0,,,,,
1100,0.04,0.03,-0.02,0.0389,-0.0163,-1.0066,0,0,0,,,,,
1102,0.04,0.03,-0.02,0.0389,-0.0163,-1.0067,0,0,0,,,,,
1104,0.05,0.04,-0.01,0.0389,-0.0163,-1.0067,0,0,0,,,,,
1106,0.05,0.04,-0.01,0.0388,-0.0164,-1.0067,0,0,0,,,,,
1108,0.05,0.04,0,0.0388,-0.0165,-1.0066,0,0,0,,,,,
1110,0.06,0.04,-0.01,0.0388,-0.0167,-1.0061,0,0,0,,,,,
1112,0.05,0.04,0,0.0387,-0.0167,-1.0061,0,0,0,,,,,
1114,0.05,0.05,0,0.0387,-0.0166,-1.0062,0,0,0,,,,,
1116,0.06,0.05,0,0.0387,-0.0165,-1.0059,0,0,0,,,,,
1119,0.06,0.05,0,0.0388,-0.0164,-1.0059,0,0,0,,,,,
1121,0.05,0.05,0,0.0389,-0.0165,-1.0062,0,0,0,,,,,
1123,0.06,0.06,0,0.0388,-0.0165,-1.0063,0,0,0,,,,,
1125,0.06,0.06,0,0.0386,-0.0164,-1.0062,0,0,0,,,,,
1127,0.05,0.06,0,0.0386,-0.0165,-1.0064,0,0,0,,,,,
1129,0.05,0.05,0,0.0387,-0.0165,-1.0065,0,0,0,,,,,
1131,0.05,0.05,0,0.0386,-0.0167,-1.0066,0,0,0,,,,,
1133,0.04,0.06,0,0.0387,-0.0166,-1.0065,0,0,0,,,,,
1135,0.04,0.05,0,0.0387,-0.0165,-1.0067,0,0,0,,,,,
1137,0.05,0.04,0,0.0387,-0.0164,-1.0066,0,0,0,,,,,
1139,0.05,0.04,0,0.0388,-0.0163,-1.0068,0,0,0,,,,,
1141,0.04,0.04,0,0.0388,-0.0161,-1.0068,0,0,0,,,,,
1143,0.05,0.04,0,0.039,-0.016,-1.0066,0,0,0,,,,,
1145,0.05,0.04,0.01,0.039,-0.0161,-1.0064,0,0,0,,,,,
1147,0.05,0.04,0.01,0.039,-0.0162,-1.0066,0,0,0,,,,,
1149,0.05,0.04,0.01,0.0391,-0.0162,-1.0068,0,0,0,,,,,
1152,0.05,0.04,0.01,0.0389,-0.0161,-1.0067,0,0,0,,,,,
1154,0.05,0.03,0,0.039,-0.0158,-1.0069,0,0,0,,,,,
1156,0.05,0.03,0,0.0391,-0.016,-1.007,0,0,0,,,,,
1158,0.05,0.04,0,0.0392,-0.0161,-1.0068,0,0,0,,,,,
1160,0.05,0.04,0,0.0392,-0.0162,-1.0067,0,0,0,,,,,
1162,0.05,0.04,0,0.0392,-0.0162,-1.0066,0,0,0,,,,,
1164,0.06,0.03,0,0.0391,-0.0163,-1.0066,0,0,0,,,,,
1166,0.06,0.04,0,0.0392,-0.0163,-1.0062,0,0,0,,,,,
1168,0.06,0.04,0,0.0392,-0.0163,-1.0061,0,0,0,,,,,
1170,0.06,0.04,0.01,0.0391,-0.0164,-1.006,0,0,0,,,,,
1172,0.07,0.04,0.01,0.039,-0.0164,-1.0062,0,0,0,,,,,
1174,0.07,0.04,0.01,0.039,-0.0164,-1.0065,0,0,0,,,,,
1176,0.07,0.04,0.01,0.0389,-0.0163,-1.0067,0,0,0,,,,,
1178,0.06,0.03,0,0.039,-0.0162,-1.0068,0,0,0,,,,,
1180,0.06,0.03,0.01,0.039,-0.0163,-1.0067,0,0,0,,,,,
1182,0.06,0.03,0.01,0.039,-0.0164,-1.0068,0,0,0,,,,,
1185,0.05,0.03,0.01,0.039,-0.0166,-1.0066,0,0,0,,,,,
1187,0.05,0.03,0.01,0.039,-0.0165,-1.0067,0,0,0,,,,,
1189,0.05,0.03,0,0.039,-0.0164,-1.007,0,0,0,,,,,
1191,0.05,0.03,0.01,0.0391,-0.0162,-1.0073,0,0,0,,,,,
1193,0.05,0.03,0.01,0.0391,-0.016,-1.0071,0,0,0,,,,,
1195,0.04,0.03,0.01,0.0392,-0.0159,-1.0072,0,0,0,,,,,
1197,0.04,0.02,0,0.0391,-0.0159,-1.0075,0,0,0,,,,,
1199,0.04,0.02,0,0.0389,-0.016,-1.0076,0,0,0,,,,,
1201,0.04,0.03,0,0.0389,-0.0161,-1.0075,0,0,0,,,,,
1203,0.04,0.03,-0.01,0.0388,-0.0161,-1.0072,0,0,0,,,,,
1205,0.04,0.03,-0.01,0.0387,-0.0162,-1.0066,0,0,0,,,,,
1207,0.03,0.03,-0.01,0.0388,-0.0162,-1.0064,0,0,0,,,,,
1209,0.04,0.04,-0.01,0.0387,-0.0163,-1.0061,0,0,0,,,,,
1211,0.04,0.04,-0.01,0.0387,-0.0161,-1.006,0,0,0,,,,,
1213,0.04,0.04,-0.01,0.0386,-0.0162,-1.0059,0,0,0,,,,,
1217,0.04,0.04,0,0.0385,-0.0163,-1.0058,0,0,0,,,,,
1220,0.04,0.04,0,0.0384,-0.0164,-1.0057,0,0,0,,,,,
1222,0.04,0.05,0,0.0384,-0.0164,-1.0057,0,0,0,,,,,
1224,0.04,0.04,0,0.0384,-0.0163,-1.0055,0,0,0,,,,,
1226,0.04,0.04,0,0.0385,-0.0164,-1.0057,0,0,0,,,,,
1228,0.04,0.04,0,0.0384,-0.0165,-1.0055,0,0,0,,,,,
1230,0.04,0.04,0,0.0384,-0.0164,-1.0056,0,0,0,,,,,
1232,0.04,0.04,0.01,0.0385,-0.0164,-1.0058,0,0,0,,,,,
1234,0.04,0.03,0,0.0386,-0.0163,-1.006,0,0,0,,,,,
1236,0.03,0.03,0,0.0387,-0.0162,-1.0061,0,0,0,,,,,
1238,0.03,0.03,0,0.0386,-0.0161,-1.0064,0,0,0,,,,,
1240,0.03,0.02,0,0.0386,-0.0162,-1.0063,0,0,0,,,,,
1242,0.02,0.02,-0.01,0.0387,-0.0162,-1.0063,0,0,0,,,,,
1244,0.02,0.02,-0.01,0.0389,-0.0164,-1.0063,0,0,0,,,,,
1246,0.02,0.03,-0.01,0.0389,-0.0164,-1.0063,0,0,0,,,,,
1248,0.03,0.02,-0.02,0.0389,-0.0161,-1.0063,0,0,0,,,,,
1250,0.03,0.02,-0.02,0.039,-0.0161,-1.0063,0,0,0,,,,,
1253,0.03,0.02,-0.02,0.0391,-0.0161,-1.0063,0,0,0,,,,,
1255,0.04,0.02,-0.02,0.039,-0.0163,-1.0061,0,0,0,,,,,
1257,0.04,0.02,-0.02,0.0389,-0.0164,-1.006,0,0,0,,,,,
1259,0.04,0.03,-0.02,0.0388,-0.0164,-1.006,0,0,0,,,,,
1261,0.04,0.03,-0.02,0.0389,-0.0164,-1.0059,0,0,0,,,,,
1263,0.04,0.03,-0.02,0.0388,-0.0164,-1.0056,0,0,0,,,,,
1265,0.04,0.03,-0.02,0.0386,-0.0165,-1.0056,0,0,0,,,,,
1267,0.04,0.03,-0.02,0.0385,-0.0167,-1.0058,0,0,0,,,,,
1269,0.04,0.04,-0.02,0.0385,-0.0168,-1.0059,0,0,0,,,,,
1271,0.04,0.04,-0.02,0.0385,-0.0167,-1.0059,0,0,0,,,,,
1273,0.04,0.04,-0.02,0.0384,-0.0167,-1.0062,0,0,0,,,,,
1275,0.04,0.04,-0.02,0.0383,-0.0165,-1.0061,0,0,0,,,,,
1277,0.04,0.04,-0.02,0.0383,-0.0163,-1.006,0,0,0,,,,,
1279,0.04,0.04,-0.02,0.0384,-0.0163,-1.006,0,0,0,,,,,
1281,0.04,0.04,-0.02,0.0384,-0.0164,-1.006,0,0,0,,,,,
1283,0.04,0.04,-0.02,0.0383,-0.0162,-1.0059,0,0,0,,,,,
1286,0.03,0.04,-0.02,0.0383,-0.0161,-1.0059,0,0,0,,,,,
1288,0.03,0.04,-0.02,0.0383,-0.0159,-1.006,0,0,0,,,,,
1290,0.03,0.04,-0.02,0.0383,-0.016,-1.0062,0,0,0,,,,,
1292,0.02,0.03,-0.02,0.0384,-0.0159,-1.0063,0,0,0,,,,,
1294,0.03,0.04,-0.02,0.0385,-0.0158,-1.0064,0,0,0,,,,,
1296,0.03,0.04,-0.02,0.0386,-0.0157,-1.0062,0,0,0,,,,,
1298,0.04,0.03,-0.01,0.0387,-0.0157,-1.0061,0,0,0,,,,,
1300,0.04,0.03,-0.01,0.0387,-0.0156,-1.0061,0,0,0,,,,,
1302,0.04,0.02,0,0.0387,-0.0155,-1.006,0,0,0,,,,,
1304,0.04,0.02,0,0.0389,-0.0155,-1.006,0,0,0,,,,,
1306,0.04,0.01,0,0.0388,-0.0155,-1.0061,0,0,0,,,,,
1308,0.04,0.01,0.01,0.0387,-0.0157,-1.0061,0,0,0,,,,,
1310,0.03,0,0.01,0.0385,-0.0159,-1.0061,0,0,0,,,,,
1312,0.03,0.01,0.01,0.0385,-0.0159,-1.0065,0,0,0,,,,,
1314,0.03,0.01,0.01,0.0385,-0.016,-1.0066,0,0,0,,,,,
1316,0.03,0,0,0.0385,-0.0162,-1.0067,0,0,0,,,,,
1319,0.04,0,0,0.0385,-0.0163,-1.0068,0,0,0,,,,,
1321,0.04,0.01,0,0.0386,-0.0163,-1.0068,0,0,0,,,,,
1323,0.04,0.01,0,0.0387,-0.0165,-1.0066,0,0,0,,,,,
1325,0.04,0.01,0,0.0387,-0.0164,-1.0065,0,0,0,,,,,
1327,0.04,0.01,0,0.0388,-0.0165,-1.0067,0,0,0,,,,,
1329,0.04,0.02,0,0.0388,-0.0164,-1.0066,0,0,0,,,,,
1331,0.04,0.01,0,0.0388,-0.0165,-1.0065,0,0,0,,,,,
1333,0.04,0.02,0,0.0389,-0.0166,-1.0067,0,0,0,,,,,
1335,0.04,0.02,0,0.0387,-0.0167,-1.0064,0,0,0,,,,,
1337,0.04,0.02,0,0.0388,-0.0167,-1.0065,0,0,0,,,,,
1339,0.05,0.03,-0.01,0.039,-0.0167,-1.0064,0,0,0,,,,,
1341,0.05,0.03,-0.01,0.0392,-0.0166,-1.0064,0,0,0,,,,,
1343,0.05,0.02,-0.01,0.0392,-0.0166,-1.006,0,0,0,,,,,
1345,0.05,0.02,-0.01,0.0393,-0.0165,-1.006,0,0,0,,,,,
1347,0.05,0.02,0,0.0393,-0.0165,-1.006,0,0,0,,,,,
1350,0.05,0.02,0,0.0392,-0.0165,-1.0061,0,0,0,,,,,
1353,0.05,0.02,0,0.0392,-0.0166,-1.006,0,0,0,,,,,
1355,0.05,0.02,0,0.0391,-0.0163,-1.0062,0,0,0,,,,,
1357,0.04,0.02,0,0.0391,-0.0164,-1.0063,0,0,0,,,,,
1359,0.04,0.01,0,0.0391,-0.0163,-1.0063,0,0,0,,,,,
1361,0.04,0,0.01,0.0391,-0.0163,-1.0064,0,0,0,,,,,
1363,0.04,0.01,0.01,0.039,-0.0162,-1.0065,0,0,0,,,,,
1365,0.04,0,0.01,0.039,-0.0162,-1.0065,0,0,0,,,,,
1367,0.05,0,0,0.0391,-0.0162,-1.0068,0,0,0,,,,,
1369,0.05,0,0,0.0389,-0.0163,-1.0069,0,0,0,,,,,
1371,0.05,0,0.01,0.0388,-0.0162,-1.0072,0,0,0,,,,,
1373,0.05,0,0,0.0389,-0.0163,-1.007,0,0,0,,,,,
1375,0.05,0,0,0.0389,-0.0162,-1.0072,0,0,0,,,,,
1377,0.04,0,0,0.0388,-0.0162,-1.0072,0,0,0,,,,,
1379,0.04,0,0,0.0388,-0.0162,-1.0073,0,0,0,,,,,
1381,0.04,0,0,0.039,-0.0162,-1.0071,0,0,0,,,,,
1383,0.04,0,0,0.0391,-0.0162,-1.0071,0,0,0,,,,,
1386,0.03,0,0,0.0391,-0.0163,-1.0072,0,0,0,,,,,
