-0.1338,0,0,,0.1338
-0.1422,0,0,,0.1422
-0.1375,0,0,,0.1375
-0.1404,0,0,,0.1404
-0.1301,0,0,,0.1301
-0.1407,0,0,,0.1407
-0.1373,-0.013,0,,0.1373
-0.1221,0,0,,0.1221
-0.1293,0,0,,0.1293
-0.1295,0.0048,0,,0.1295
-0.1218,0,0,,0.1218
-0.1176,0,0,,0.1176
-0.1368,0,0,,0.1368
-0.1244,0,0,,0.1244
-0.134,0,0,,0.134
-0.096,0,0,,0.096
-0.1049,0,0,,0.1049
-0.1282,0,0,,0.1282
-0.1176,0.0022,0,,0.1176
-0.1221,0,0,,0.1221
-0.1444,0,0,,0.1444
-0.1436,0,0,,0.1436
-0.1257,0.0024,0,,0.1257
-0.1316,0,0,,0.1316
-0.1329,0,0,,0.1329
-0.1315,0.0024,0,,0.1315
-0.1398,0,0,,0.1398
-0.1224,0,0,,0.1224
-0.1346,0,0,,0.1346
-0.1286,0,0,,0.1286
-0.1253,0,0,,0.1253
-0.1267,0,0,,0.1267
-0.1224,0,0,,0.1224
-0.1326,0.0024,0,,0.1326
