-9.4788,-0.0108,0,,9.688,-9.4788,9.4788
9.688,0.033,0,,9.6823,-9.1871,9.3389
-9.1871,-0.019,0,,9.6478,-9.3389,9.3399
9.6823,0.0088,0,,9.7063,-9.3399,9.2778
-9.3389,0.0092,0,,9.7046,-9.2778,9.4087
9.6478,-0.0032,0,,9.5649,-9.4087,9.3929
-9.3399,-0.0186,0,,9.7808,-9.3929,9.4449
9.7063,-0.0012,0,,9.8917,-9.4449,9.3634
-9.2778,-0.0016,0,,9.7263,-9.3634,9.3488
9.7046,0.0018,0,,9.6666,-9.3488,9.3974
-9.4087,-0.0114,0,,9.7402,-9.3974,9.3833
9.5649,-0.001,0,,9.8157,-9.3833,9.5129
-9.3929,0.0158,0,,9.4777,-9.047,9.549
9.7808,0.0114,0,,9.3851,-8.9813,9.6183
-9.4449,0.0138,0,,10.0336,-8.8242,9.5744
9.8917,0.0066,0,,9.8468,-9.5129,9.503
-9.3634,-0.0244,0,,9.8894,-9.549,9.4567
9.7263,-0.022,0,,10.0036,-9.6183,9.3365
-9.3488,-0.0276,0,,10.0626,-9.5744,9.3248
9.6666,0.0162,0,,10.0332,-9.503,9.3742
-9.3974,-0.011,0,,9.8713,-9.4567,9.4044
9.7402,-0.019,0,,9.7367,-9.3365,9.4168
-9.3833,-0.0264,0,,9.7018,-9.3248,9.3956
9.8157,0.0228,0,,9.9026,-9.3742,9.4508
-9.047,-0.0036,0,,9.7112,-9.4044,9.3549
9.4777,0.0192,0,,9.9507,-9.4168,9.3192
-8.9813,-0.0214,0,,9.8629,-9.3956,9.207
9.3851,-0.001,0,,9.7582,-9.4508,9.2221
-8.8242,-0.0172,0,,9.7531,-9.3549,9.3361
10.0336,0.0186,0,,9.8646,-9.3192,9.4616
-9.5129,-0.001,0,,9.8753,-9.207,9.3674
9.8468,0.0096,0,,9.8211,-9.2221,
-9.549,-0.011,0,,9.791,-9.3361,
9.8894,-0.0268,0,,9.9175,-9.4616,
-9.6183,0.0064,0,,9.893,-9.3674,
10.0036,0.0092,0,,,,
-9.5744,-0.0084,0,,,,
10.0626,0.0068,0,,,,
-9.503,-0.0218,0,,,,
10.0332,-0.0036,0,,,,
-9.4567,0.0206,0,,,,
9.8713,-0.0168,0,,,,
-9.3365,-0.016,0,,,,
9.7367,0.007,0,,,,
-9.3248,-0.0016,0,,,,
9.7018,0.0254,0,,,,
-9.3742,-0.0294,0,,,,
9.9026,0.006,0,,,,
-9.4044,0.0016,0,,,,
9.7112,-0.0012,0,,,,
-9.4168,0.0066,0,,,,
9.9507,-0.0114,0,,,,
-9.3956,-0.0316,0,,,,
9.8629,0.0336,0,,,,
-9.4508,0.0132,0,,,,
9.7582,-0.0032,0,,,,
-9.3549,-0.0214,0,,,,
9.7531,0.0094,0,,,,
-9.3192,-0.0134,0,,,,
9.8646,-0.006,0,,,,
-9.207,-0.0342,0,,,,
9.8753,-0.002,0,,,,
-9.2221,0.0068,0,,,,
9.8211,0.0142,0,,,,
-9.3361,-0.0186,0,,,,
9.791,-0.0292,0,,,,
-9.4616,-0.0114,0,,,,
9.9175,0.009,0,,,,
-9.3674,0.0112,0,,,,
9.893,0.004,0,,,,
-9.2872,-0.0416,0,,,,
9.8684,-0.0026,0,,,,
-9.3515,0.0332,0,,,,
9.7633,-0.0112,0,,,,
-9.314,-0.0158,0,,,,
