-0.002224512,0.019130745,4.958713403
0.001857037,0.03939259,5.204686716
-0.002224512,0.019130745,4.957437029
0,0.03882704,5.056815142
0,0.020261845,5.215404218
0,0.03882704,5.082914833
0,0.020827396,5.373425128
0,0.020261845,5.228863326
0,0.020827396,5.359597477
-0.002224512,0.020827396,5.391468648
0,0.03995814,5.373425128
-0.002224512,0.03882704,5.084226891
0.001857037,0.020827396,5.368426579
-0.002224512,0.038261489,4.970230415
0,0.03995814,5.370653893
0,0.03882704,5.082914833
0,0.020827396,5.373425128
0,0.038261489,4.925526408
-0.002224512,0.020261845,5.258924734
0,0.03882704,5.071136709
0,0.019696295,5.081603451
-0.002224512,0.019130745,4.958713403
0,0.038261489,4.948459536
-0.002224512,0.019130745,4.967666458
0,0.038261489,4.948459536
0,0.03995814,5.373425128
0,0.020261845,5.228863326
0,0.019696295,5.07505668
0.001857037,0.03882704,5.081603451
0,0.038261489,4.935692613
0,0.03995814,5.362357311
-0.002224512,0.03995814,5.245391731
0,0.019130745,4.925526408
0,0.03882704,5.082914833
0.001857037,0.03995814,5.370653893
0,0.020261845,5.21674701
0,0.03882704,5.081603451
-0.002224512,0.03939259,5.241036054
-0.002224512,0.03939259,5.260281876
0,0.03939259,5.22751429
0,0.020261845,5.228863326
-0.002224512,0.020261845,5.258924734
0,0.03995814,5.374811818
-0.002224512,0.019130745,4.968948105
0,0.020261845,5.214062117
-0.002224512,0.03939259,5.258924734
-0.002224512,0.03882704,5.081603451
0,0.038261489,4.949739862
0,0.038261489,4.949739862
0,0.03939259,5.228863326
-0.004884711,0.038261489,5.108541483
0,0.019696295,5.081603451
-0.002224512,0.020261845,5.249444313
0,0.020261845,5.22751429
0,0.038261489,4.93696634
0,0.03882704,5.082914833
0,0.020261845,5.22751429
-0.002224512,0.03939259,5.257568292
0,0.03939259,5.215404218
0,0.019130745,4.935692613
0,0.020261845,5.22751429
0,0.020827396,5.373425128
0,0.020261845,5.22616595
0.001857037,0.019130745,4.958891961
-0.002224512,0.038261489,4.981801049
-0.002224512,0.03939259,5.22751429
0,0.03939259,5.22751429
0,0.020261845,5.22751429
0,0.020261845,5.2221251
0,0.038261489,4.935692613
-0.002224512,0.020261845,5.257568292
0,0.020261845,5.22751429
-0.002224512,0.019130745,4.970230415
0,0.020261845,5.228863326
0,0.03939259,5.239680731
0,0.03939259,5.228863326
0,0.019696295,5.078982717
0,0.038261489,4.93696634
0,0.03882704,5.081603451
0.002370857,0.038261489,4.97345045
0,0.020261845,5.223471355
-0.002224512,0.019130745,4.967666458
0,0.019130745,4.926794892
0,0.03939259,5.22751429
0,0.03882704,5.069831397
0.001857037,0.020261845,5.250778807
0.001857037,0.038261489,4.960171675
0,0.019696295,5.082914833
0,0.019130745,4.935692613
0.001857037,0.038261489,4.960171675
0,0.019696295,5.081603451
0,0.038261489,4.93696634
0,0.03939259,5.22751429
0.001857037,0.038261489,4.958891961
-0.002224512,0.038261489,4.970230415
0,0.03939259,5.22751429
0,0.038261489,4.935692613
0.001857037,0.038261489,4.973005237
0,0.03882704,5.081603451
0,0.038261489,4.93696634
0.001857037,0.020261845,5.238611709
0,0.038261489,4.947179873
0,0.03939259,5.22751429
0,0.03939259,5.228863326
0,0.03939259,5.218090494
0,0.020261845,5.22751429
0,0.038261489,4.93696634
0,0.019696295,5.082914833
0,0.03995814,5.373425128
-0.002224512,0.019696295,5.103376896
0,0.03995814,5.373425128
0,0.03882704,5.082914833
-0.002224512,0.038261489,4.970230415
-0.002224512,0.019130745,4.970230415
0,0.03939259,5.228863326
0,0.019130745,4.93696634
0,0.020261845,5.22751429
0,0.038261489,4.935692613
0,0.03882704,5.081603451
0,0.03939259,5.22751429
