-0.0003175,-0.027305,0.325307377,,-0.027305
0.0003175,-0.0263525,0.325224072,,-0.0263525
0.0003175,-0.026035,0.325307377,,-0.026035
0.0003175,-0.0301625,0.325140809,,-0.0301625
0,-0.0282575,0.325224072,,-0.0282575
0,-0.028575,0.325224072,,-0.028575
0,-0.0276225,0.325390725,,-0.0276225
0,-0.029845,0.325224072,,-0.029845
0.0003175,-0.0263525,0.325140809,,-0.0263525
0,-0.0295275,0.325224072,,-0.0295275
0,-0.02794,0.243980533,,-0.02794
-0.0009525,-0.027305,0.325224072,,-0.027305
0,-0.0282575,0.325307377,,-0.0282575
0,-0.027305,0.325307377,,-0.027305
0.0003175,-0.0276225,0.325224072,,-0.0276225
0,-0.0238125,0.243980533,,-0.0238125
0,-0.028575,0.325390725,,-0.028575
0,-0.0263525,0.325224072,,-0.0263525
0,-0.0250825,0.325307377,,-0.0250825
0.0003175,-0.0327025,0.325307377,,-0.0327025
0,-0.0254,0.325307377,,-0.0254
0,-0.02794,0.325224072,,-0.02794
-0.0003175,-0.0282575,0.325307377,,-0.0282575
0,-0.027305,0.325307377,,-0.027305
0,-0.029845,0.325224072,,-0.029845
0,-0.03048,0.325140809,,-0.03048
0,-0.02413,0.325224072,,-0.02413
0,-0.0269875,0.325307377,,-0.0269875
0.0003175,-0.028575,0.325224072,,-0.028575
0,-0.0288925,0.32622656,,-0.0288925
0,-0.028575,0.325224072,,-0.028575
0,-0.02921,0.326898327,,-0.02921
0,-0.0276225,0.327066701,,-0.0276225
0,-0.0263525,0.327066701,,-0.0263525
-0.00127,-0.027305,0.245363215,,-0.027305
0,-0.029845,0.327066701,,-0.029845
-0.0003175,-0.0250825,0.327150953,,-0.0250825
-0.0003175,-0.0288925,0.326982492,,-0.0288925
0,-0.0276225,0.326898327,,-0.0276225
0.0003175,-0.0257175,0.326898327,,-0.0257175
0.0003175,-0.0269875,0.245363215,,-0.0269875
0,-0.0263525,0.326982492,,-0.0263525
0.0003175,-0.02921,0.408412658,,-0.02921
0,-0.0263525,0.327741935,,-0.0263525
0,-0.02921,0.327826536,,-0.02921
0,-0.0276225,0.327826536,,-0.0276225
0,-0.0276225,0.327741935,,-0.0276225
0,-0.0320675,0.327826536,,-0.0320675
0.0003175,-0.02794,0.327657379,,-0.02794
-0.0003175,-0.026035,0.337915859,,-0.026035
0,-0.02667,0.327826536,,-0.02667
0,-0.026035,0.327826536,,-0.026035
0.0003175,-0.026035,0.32791118,,-0.026035
0.0003175,-0.027305,0.327826536,,-0.027305
0,-0.032385,0.32791118,,-0.032385
0,-0.0269875,0.327826536,,-0.0269875
0,-0.029845,0.327741935,,-0.029845
0,-0.028575,0.327826536,,-0.028575
0,-0.027305,0.32791118,,-0.027305
-0.0003175,-0.0257175,0.327826536,,-0.0257175
0,-0.0288925,0.327826536,,-0.0288925
0,-0.03048,0.32791118,,-0.03048
0,-0.0282575,0.327826536,,-0.0282575
0.0003175,-0.031115,0.327826536,,-0.031115
0.000635,-0.027305,0.327741935,,-0.027305
-0.0003175,-0.0254,0.245869902,,-0.0254
0.0003175,-0.026035,0.327741935,,-0.026035
0,-0.027305,0.327826536,,-0.027305
0.000635,-0.02794,0.327826536,,-0.02794
0,-0.02794,0.32791118,,-0.02794
0,-0.027305,0.327741935,,-0.027305
0,-0.0257175,0.327826536,,-0.0257175
0,-0.03175,0.32791118,,-0.03175
0,-0.02667,0.327826536,,-0.02667
0,-0.0276225,0.327826536,,-0.0276225
0,-0.02794,0.336872372,,-0.02794
0,-0.0276225,0.327066701,,-0.0276225
0,-0.02794,0.326982492,,-0.02794
0,-0.0269875,0.326898327,,-0.0269875
0,-0.023495,0.327066701,,-0.023495
0,-0.028575,0.326982492,,-0.028575
0,-0.03048,0.326982492,,-0.03048
-0.0003175,-0.028575,0.326982492,,-0.028575
0,-0.0295275,0.327066701,,-0.0295275
0,-0.026035,0.325307377,,-0.026035
0,-0.02794,0.325390725,,-0.02794
0,-0.028575,0.324642127,,-0.028575
0,-0.0282575,0.325307377,,-0.0282575
-0.0003175,-0.0282575,0.325224072,,-0.0282575
0,-0.0263525,0.325057589,,-0.0263525
0.000635,-0.027305,0.325140809,,-0.027305
0,-0.02667,0.325307377,,-0.02667
0,-0.0295275,0.325307377,,-0.0295275
-0.0009525,-0.027305,0.325224072,,-0.027305
0,-0.026035,0.325390725,,-0.026035
0,-0.027305,0.325307377,,-0.027305
0.0003175,-0.02667,0.325390725,,-0.02667
-0.0003175,-0.0269875,0.325307377,,-0.0269875
0.0003175,-0.0288925,0.325307377,,-0.0288925
0,-0.028575,0.325224072,,-0.028575
