0.0003175,-0.00635,0.164806644,,-0.00635,,,
0,-0.0041275,0.163913268,,-0.0041275,,,
0,-0.00508,0.16395559,,-0.00508,,,
0,-0.006985,0.16395559,,-0.006985,,,
0,-0.0041275,0.082190008,,-0.0041275,,,
-0.0003175,-0.00635,0.16395559,,-0.00635,,,
0,-0.0047625,0.16395559,,-0.0047625,,,
0,-0.004445,0.082211289,,-0.004445,,,
0,-0.0066675,0.164337474,,-0.0066675,,,
-0.00127,-0.004445,0.082190008,,-0.004445,,,
0,-0.004445,0.082190008,,-0.004445,,,
0,-0.0047625,0.163913268,,-0.0047625,,,
0,-0.0041275,0.082211289,,-0.0041275,,,
0,-0.0060325,0.16395559,,-0.0060325,,,
0,-0.0053975,0.16395559,,-0.0053975,,,
0,-0.0060325,0.163913268,,-0.0060325,,,
0.000635,-0.0060325,0.183307922,,-0.0060325,,,
0,-0.004445,0.164380016,,-0.004445,,,
0,-0.0041275,0.164380016,,-0.0041275,,,
0,-0.00508,0.163617624,,-0.00508,,,
0,-0.004445,0.082190008,,-0.004445,,,
0,-0.0041275,0.082190008,,-0.0041275,,,
0,-0.0066675,0.163913268,,-0.0066675,,,
0,-0.00508,0.163575477,,-0.00508,,,
-0.0003175,-0.0053975,0.116234224,,-0.0053975,,,
0.0009525,-0.004445,0.115934109,,-0.004445,,,
0,-0.0041275,0.164422579,,-0.0041275,,,
0,-0.00635,0.16311328,,-0.00635,,,
0,-0.00381,0.081935484,,-0.00381,,,
0,-0.004445,0.16395559,,-0.004445,,,
0.0003175,-0.005715,0.16311328,,-0.005715,,,
0.0003175,-0.0047625,0.182366191,,-0.0047625,,,
0,-0.0047625,0.163029525,,-0.0047625,,,
0,-0.0041275,0.081956634,,-0.0041275,,,
0,-0.0053975,0.16311328,,-0.0053975,,,
0.0003175,-0.00381,0.115904183,,-0.00381,,,
0,-0.00508,0.081977795,,-0.00508,,,
0,-0.003175,0.081977795,,-0.003175,,,
-0.0003175,-0.0047625,0.163071392,,-0.0047625,,,
0,-0.00508,0.16315519,,-0.00508,,,
0,-0.0053975,0.16395559,,-0.0053975,,,
-0.0003175,-0.004445,0.115338507,,-0.004445,,,
0,-0.0047625,0.163870968,,-0.0047625,,,
0,-0.00508,0.16395559,,-0.00508,,,
-0.0003175,-0.00508,0.115964051,,-0.00508,,,
0,-0.004445,0.081998967,,-0.004445,,,
0,-0.0041275,0.081977795,,-0.0041275,,,
0,-0.0060325,0.081766675,,-0.0060325,,,
0.000635,-0.00508,0.115279283,,-0.00508,,,
0,-0.00635,0.163071392,,-0.00635,,,
0.0003175,-0.0047625,0.16311328,,-0.0047625,,,
0,-0.00381,0.081977795,,-0.00381,,,
0,-0.00508,0.16311328,,-0.00508,,,
0,-0.005715,0.162945856,,-0.005715,,,
0,-0.0041275,0.163029525,,-0.0041275,,,
0.0003175,-0.00381,0.16311328,,-0.00381,,,
0,-0.00635,0.163071392,,-0.00635,,,
0,-0.004445,0.163071392,,-0.004445,,,
0,-0.004445,0.082211289,,-0.004445,,,
0,-0.0060325,0.164337474,,-0.0060325,,,
0,-0.00508,0.082190008,,-0.00508,,,
0,-0.0041275,0.082190008,,-0.0041275,,,
0.0003175,-0.0047625,0.16395559,,-0.0047625,,,
0,-0.0053975,0.16395559,,-0.0053975,,,
0,-0.00381,0.082190008,,-0.00381,,,
-0.0003175,-0.0041275,0.082190008,,-0.0041275,,,
0,-0.004445,0.163575477,,-0.004445,,,
0,-0.0053975,0.164380016,,-0.0053975,,,
0,-0.005715,0.16395559,,-0.005715,,,
0,-0.00381,0.163870968,,-0.00381,,,
0,-0.0047625,0.082190008,,-0.0047625,,,
0.0003175,-0.0034925,0.082190008,,-0.0034925,,,
0,-0.0053975,0.164294955,,-0.0053975,,,
-0.0015875,-0.0047625,0.163449163,,-0.0047625,,,
0,-0.0079375,0.164337474,,-0.0079375,,,
0,-0.0047625,0.163870968,,-0.0047625,,,
0,-0.0047625,0.163997934,,-0.0047625,,,
-0.0003175,-0.0041275,0.115665329,,-0.0041275,,,
0,-0.0041275,0.163913268,,-0.0041275,,,
0,-0.005715,0.082190008,,-0.005715,,,
0,-0.005715,0.082190008,,-0.005715,,,
0,-0.004445,0.163913268,,-0.004445,,,
0,-0.00508,0.163575477,,-0.00508,,,
0,-0.0053975,0.163870968,,-0.0053975,,,
-0.0003175,-0.0041275,0.163491246,,-0.0041275,,,
0,-0.0060325,0.164337474,,-0.0060325,,,
0,-0.0041275,0.16395559,,-0.0041275,,,
0,-0.005715,0.163913268,,-0.005715,,,
0,-0.00508,0.164337474,,-0.00508,,,C
0,-0.0041275,0.082190008,,-0.0041275,,,
0.000635,-0.00508,0.163407102,,-0.00508,,,
0,-0.0047625,0.163533351,,-0.0047625,,,
0,-0.0047625,0.16395559,,-0.0047625,,,
0,-0.00508,0.081977795,,-0.00508,,,
0,-0.0047625,0.163449163,,-0.0047625,,,
0,-0.0047625,0.082147477,,-0.0047625,,,
0,-0.0066675,0.163491246,,-0.0066675,,,
0,-0.00762,0.164380016,,-0.00762,,,
-0.0003175,-0.0047625,0.16395559,,-0.0047625,,,
0,-0.00508,0.082168737,,-0.00508,,,
0,-0.0041275,0.163870968,,,,,
0,-0.0047625,0.164294955,,,,,
0,-0.004445,0.082403322,,,,,
0,-0.0047625,0.164422579,,,,,
0,-0.004445,0.082403322,,,,,
0,-0.00508,0.164337474,,,,,
0.000635,-0.0047625,0.1640403,,,,,
0,-0.004445,0.082381941,,,,,
-0.0003175,-0.0060325,0.164721141,,,,,
0.0003175,-0.005715,0.164337474,,,,,
0,-0.00508,0.164337474,,,,,
0,-0.0053975,0.164294955,,,,,
