0.004,-5.7061,0,,5.6527,-5.7061,5.7061
0.0055,5.6527,0,,5.6474,-5.7135,5.7135
0.0065,-5.7135,0,,5.6708,-5.7759,5.7759
0,5.6474,0,,5.6278,-5.7749,5.7749
0.0025,-5.7759,0,,5.6715,-5.7579,5.7579
-0.006,5.6708,0,,5.679,-5.7205,5.7205
0.0015,-5.7749,0,,5.5701,-5.6837,5.6837
0.004,5.6278,0,,5.5281,-5.6227,5.6227
0.0075,-5.7579,0,,5.6675,-5.6896,5.6896
0.003,5.6715,0,,5.5396,-5.7812,5.7812
0.0045,-5.7205,0,,5.6816,-5.7424,5.7424
-0.001,5.679,0,,5.6334,-5.7289,5.7289
0.012,-5.6837,0,,5.6905,-5.7637,5.7637
0.0055,5.5701,0,,5.6288,-5.7332,5.7332
0.0035,-5.6227,0,,5.6044,-5.739,5.739
-0.004,5.5281,0,,5.6468,-5.7753,5.7753
0.0005,-5.6896,0,,5.6182,-5.7718,5.7718
0.0025,5.6675,0,,5.6617,-5.7371,5.7371
0.001,-5.7812,0,,5.6546,-5.6837,5.6837
-0.0015,5.5396,0,,5.634,-5.7456,5.7456
-0.003,-5.7424,0,,5.6361,-5.7491,5.7491
0.001,5.6816,0,,5.6521,-5.7377,5.7377
0.0065,-5.7289,0,,5.6434,-5.7729,5.7729
-0.0005,5.6334,0,,5.6745,-5.7249,5.7249
0.004,-5.7637,0,,5.66,-5.7241,5.7241
0.002,5.6905,0,,5.6325,-5.7776,5.7776
0.005,-5.7332,0,,5.3393,-5.6817,5.6817
-0.007,5.6288,0,,5.3778,-5.7749,5.7749
0.002,-5.739,0,,5.4815,-5.6371,5.6371
0.0035,5.6044,0,,5.4294,-5.6438,5.6438
0,-5.7753,0,,5.3021,-5.6701,5.6701
0.0005,5.6468,0,,5.4616,-5.5254,5.5254
0.0025,-5.7718,0,,5.5381,-5.5901,5.5901
0,5.6182,0,,5.4532,-5.7032,5.7032
0.006,-5.7371,0,,5.4694,-5.6244,5.6244
0,5.6617,0,,5.3847,-5.6375,5.6375
0.003,-5.6837,0,,5.587,-5.6563,5.6563
-0.0045,5.6546,0,,5.2107,-5.5824,5.5824
0.0065,-5.7456,0,,5.5024,-5.6788,5.6788
-0.007,5.634,0,,5.5697,-5.6068,5.6068
-0.001,-5.7491,0,,5.5537,,
-0.0005,5.6361,0,,5.5378,,
-0.003,-5.7377,0,,5.576,,
-0.0035,5.6521,0.145,,,,
0.0025,-5.7729,0,,,,
-0.001,5.6434,0,,,,
0.0065,-5.7249,0,,,,
-0.007,5.6745,0,,,,
0.008,-5.7241,0,,,,
-0.0085,5.66,0,,,,
0.0065,-5.7776,0,,,,
0.0005,5.6325,0,,,,
0.0045,-5.6817,0,,,,
-0.0015,5.5024,0,,,,
0.007,-5.7749,0,,,,
-0.005,5.5697,0,,,,
0.009,-5.6371,0,,,,
-0.003,5.5537,0,,,,
0.0015,-5.6438,0,,,,
-0.001,5.5378,0,,,,
0.0075,-5.6701,0,,,,
-0.007,5.576,0,,,,
0.006,-5.5254,0,,,,
-0.004,5.4291,0,,,,
0.006,-5.5901,0,,,,
-0.0015,5.5727,0,,,,
0.0005,-5.7032,0,,,,
-0.007,5.5737,0,,,,
0.003,-5.6244,0,,,,
-0.0005,5.411,0,,,,
0.0025,-5.6375,0,,,,
-0.0035,5.5741,0,,,,
-0.001,-5.6563,0,,,,
-0.0005,5.4618,0,,,,
0.0025,-5.5824,0,,,,
0.001,5.5368,0,,,,
0.007,-5.6788,0,,,,
0.004,5.5053,0,,,,
0.003,-5.6068,0,,,,
