-0.0009,0,0.077021823,,-0.0009
-0.0012,0,0.077021823,,-0.0012
-0.0009,-0.0003,0.077439339,,-0.0009
-0.0012,0,0.077419355,,-0.0012
-0.0003,0,0.076844262,,-0.0003
-0.0021,0,0.077021823,,-0.0021
-0.0012,0,0.077041602,,-0.0012
-0.0021,0,0.077459334,,-0.0021
-0.0006,-0.0003,0.077021823,,-0.0006
-0.0027,0,0.077439339,,-0.0027
-0.0015,0.0003,0.077419355,,-0.0015
-0.0021,0,0.077279753,,-0.0021
-0.0009,0,0.077439339,,-0.0009
-0.0012,0,0.077439339,,-0.0012
-0.0009,0,0.077419355,,-0.0009
-0.0012,0,0.077419355,,-0.0012
-0.0009,0,0.077041602,,-0.0009
-0.0021,0,0.077041602,,-0.0021
-0.0012,-0.0003,0.077439339,,-0.0012
-0.0009,-0.0003,0.077041602,,-0.0009
-0.0003,0,0.077419355,,-0.0003
-0.0006,0,0.077419355,,-0.0006
-0.0021,0,0.077021823,,-0.0021
-0.0015,0,0.077439339,,-0.0015
-0.0018,0,0.077021823,,-0.0018
-0.0018,0,0.077439339,,-0.0018
-0.0021,0,0.077459334,,-0.0021
-0.0003,0,0.077279753,,-0.0003
-0.0003,0,0.077439339,,-0.0003
-0.0009,0,0.077021823,,-0.0009
-0.0006,0,0.077021823,,-0.0006
-0.0015,0,0.077419355,,-0.0015
-0.0006,0,0.077021823,,-0.0006
-0.0006,0.0003,0.077439339,,-0.0006
-0.0006,0.0003,0.108925306,,-0.0006
-0.0009,0,0.077041602,,-0.0009
-0.0021,0,0.077419355,,-0.0021
-0.0009,-0.0003,0.077021823,,-0.0009
-0.0003,0,0.077239959,,-0.0003
-0.0003,0,0.077419355,,-0.0003
-0.0009,0,0.077021823,,-0.0009
-0.0009,0,0.077021823,,-0.0009
-0.0015,0,0.077439339,,-0.0015
-0.0012,-0.0003,0.077021823,,-0.0012
-0.0009,0,0.077439339,,-0.0009
-0.0006,0,0.077021823,,-0.0006
-0.0012,0,0.077459334,,-0.0012
-0.0012,0,0.077041602,,-0.0012
-0.0012,0,0.077439339,,-0.0012
-0.0006,0,0.077439339,,-0.0006
-0.0018,0,0.077021823,,-0.0018
-0.0012,0,0.077439339,,-0.0012
-0.0009,-0.0012,0.077419355,,-0.0009
-0.0009,-0.0012,0.077439339,,-0.0009
-0.0003,0,0.077041602,,-0.0003
-0.0006,0,0.077459334,,-0.0006
-0.0006,0,0.077439339,,-0.0006
-0.0006,0,0.077021823,,-0.0006
-0.0024,0,0.077021823,,-0.0024
-0.0006,0,0.077041602,,-0.0006
-0.0018,0,0.077041602,,-0.0018
-0.0003,0,0.077419355,,-0.0003
-0.0006,0,0.077439339,,-0.0006
-0.0024,0,0.077439339,,-0.0024
-0.0015,0,0.077041602,,-0.0015
-0.0009,0,0.077021823,,-0.0009
-0.0006,0,0.077439339,,-0.0006
-0.0006,0,0.077419355,,-0.0006
-0.0027,0,0.077439339,,-0.0027
-0.0009,0,0.077021823,,-0.0009
-0.0009,0,0.077041602,,-0.0009
-0.0009,0,0.077459334,,-0.0009
-0.0018,0,0.077419355,,-0.0018
-0.0012,0,0.077439339,,-0.0012
-0.0015,0,0.077439339,,-0.0015
-0.0012,0,0.077021823,,-0.0012
-0.0006,0,0.077419355,,-0.0006
-0.0006,0,0.077439339,,-0.0006
-0.0003,0,0.077021823,,-0.0003
-0.0012,-0.0003,0.077459334,,-0.0012
-0.0009,0,0.077419355,,-0.0009
-0.0009,0,0.077041602,,-0.0009
-0.0012,0,0.077419355,,-0.0012
-0.0003,0,0.077021823,,-0.0003
-0.0015,0,0.077439339,,-0.0015
-0.0009,0,0.077439339,,-0.0009
-0.0018,0,0.077041602,,-0.0018
-0.0015,0,0.077439339,,-0.0015
-0.0006,0.0003,0.077021823,,-0.0006
-0.0018,0,0.077439339,,-0.0018
-0.0009,0,0.077021823,,-0.0009
-0.0009,0,0.077021823,,-0.0009
-0.0006,0,0.077021823,,-0.0006
-0.0015,0,0.077041602,,-0.0015
-0.0009,0,0.077439339,,-0.0009
-0.0021,0,0.077419355,,-0.0021
-0.0009,0.0003,0.077419355,,-0.0009
-0.0015,0,0.077419355,,-0.0015
-0.0012,0,0.077459334,,-0.0012
-0.0012,0,0.077439339,,-0.0012
-0.0009,0,0.077439339,,
-0.0009,0,0.077419355,,
-0.0003,0,0.077021823,,
-0.0003,0.0003,0.077439339,,
-0.0021,0,0.077459334,,
-0.0012,0,0.077419355,,
