-0.59,0,0.1
-0.59,0,0.1
-0.58,0,0.3
-0.57,0,0.3
-0.56,0,0.3
-0.55,0,0.5
-0.54,0,0.4
-0.53,0,0.4
-0.52,0,0.4
-0.51,0,0.3
-0.5,0,0.5
-0.49,0,0.4
-0.48,0,0.4
-0.47,0,0.4
-0.46,0,0.4
-0.45,0,0.4
-0.44,0,0.4
-0.43,0,0.3
-0.42,0,0.3
-0.41,0,0.4
-0.4,0,0.3
-0.39,0,0.4
-0.38,0,0.4
-0.37,0,0.4
-0.36,0,0.4
-0.35,0,0.3
-0.34,0,0.4
-0.33,0,0.4
-0.32,0,0.3
-0.31,0,0.3
-0.3,0,0.4
-0.29,0,0.3
-0.27,0,0.5
-0.26,0,0.5
-0.25,0,0.5
-0.23,0,0.5
-0.22,0,0.4
-0.21,0,0.4
-0.2,0,0.3
-0.2,0,0.3
-0.18,0,0.3
-0.17,0,0.4
-0.16,0,0.4
-0.15,0,0.4
-0.14,0,0.3
-0.13,0,0.3
-0.12,0,0.3
-0.11,0,0.4
-0.0999999999999997,0,0.3
-0.0899999999999997,0,0.4
-0.0799999999999997,0,0.3
-0.0699999999999997,0,0.3
-0.0599999999999997,0,0.4
-0.0499999999999997,0,0.4
-0.0399999999999997,0,0.3
-0.0299999999999997,0,0.5
-0.0199999999999997,0,0.5
-0.00999999999999969,0,0.4
3.08780778723872E-16,0,0.4
0.0100000000000003,0,0.4
0.0200000000000003,0,0.4
0.0300000000000003,0,0.4
0.0400000000000003,0,0.3
0.0500000000000003,0,0.3
0.0600000000000003,0,0.4
0.0700000000000003,0,0.3
0.0800000000000003,0,0.4
0.0900000000000003,0,0.3
0.1,0,0.3
0.11,0,0.3
0.12,0,0.4
0.13,0,0.3
0.14,0,0.3
0.15,0,0.4
0.16,0,0.4
0.17,0,0.4
0.18,0,0.4
0.19,0,0.4
0.2,0,0.3
0.21,0,0.4
0.22,0,0.4
0.23,0,0.3
0.24,0,0.3
0.25,0,0.4
0.26,0,0.4
0.27,0,0.3
0.28,0,0.3
0.29,0,0.4
0.3,0,0.4
