1.00,-0.00,-0.00,-0.03,0.00,0.03,0.70040,0.00426,-0.71372,0.00419,0,0,10248498,253
1.00,-0.00,-0.00,-0.03,0.12,0.00,0.70040,0.00424,-0.71372,0.00420,0,0,10265661,251
1.00,-0.00,-0.00,-0.06,0.09,0.06,0.70041,0.00425,-0.71372,0.00419,0,0,10278633,251
1.00,-0.00,-0.00,0.00,-0.09,0.09,0.70040,0.00424,-0.71372,0.00420,0,0,10300067,252
1.00,-0.01,-0.01,0.00,0.03,0.09,0.70036,0.00422,-0.71376,0.00422,0,0,10312988,251
1.00,-0.00,0.00,0.00,0.18,0.00,0.70037,0.00422,-0.71376,0.00423,0,0,10330233,254
1.00,-0.00,0.00,-0.06,0.09,0.00,0.70040,0.00422,-0.71372,0.00423,0,0,10347400,254
1.00,-0.00,-0.00,0.09,0.03,0.09,0.70040,0.00419,-0.71372,0.00426,0,0,10377500,253
1.00,-0.00,-0.00,-0.03,0.09,0.03,0.70040,0.00420,-0.71372,0.00425,0,0,10390369,252
1.00,-0.00,-0.00,-0.03,0.03,0.09,0.70040,0.00419,-0.71373,0.00425,0,0,10407604,251
1.00,-0.00,0.00,0.00,0.00,0.06,0.70041,0.00419,-0.71371,0.00425,0,0,10424777,253
1.00,-0.00,-0.00,-0.09,-0.03,0.03,0.70040,0.00419,-0.71372,0.00424,0,0,10437702,250
1.00,-0.00,-0.00,-0.06,0.06,-0.06,0.70040,0.00420,-0.71372,0.00423,0,0,10450640,250
1.00,-0.00,0.00,0.00,0.12,0.03,0.70043,0.00420,-0.71369,0.00423,0,0,10467873,254
1.00,-0.00,-0.00,-0.09,-0.03,0.03,0.70043,0.00421,-0.71369,0.00421,0,0,10485006,248
1.00,-0.00,-0.00,-0.06,-0.06,0.06,0.70042,0.00421,-0.71370,0.00421,0,0,10502243,248
1.00,-0.00,-0.01,0.00,0.09,0.03,0.70041,0.00421,-0.71372,0.00420,0,0,10515111,253
1.00,-0.00,-0.00,0.00,0.12,0.00,0.70041,0.00423,-0.71372,0.00418,0,0,10532341,251
1.00,-0.00,-0.00,-0.06,0.03,0.09,0.70040,0.00423,-0.71373,0.00418,0,0,10549547,251
1.00,-0.00,-0.00,0.00,-0.03,0.09,0.70039,0.00424,-0.71374,0.00417,0,0,10566725,253
1.00,-0.00,-0.00,-0.03,-0.03,0.00,0.70040,0.00423,-0.71373,0.00417,0,0,10575359,250
1.00,-0.00,-0.00,-0.03,0.12,0.09,0.70041,0.00423,-0.71372,0.00417,0,0,10592608,251
1.01,-0.00,-0.00,-0.03,0.03,0.09,0.70043,0.00423,-0.71370,0.00417,0,0,10609786,249
1.00,-0.00,-0.00,0.03,0.09,0.06,0.70044,0.00422,-0.71368,0.00417,0,0,10622660,251
1.00,-0.00,-0.01,0.03,-0.12,0.06,0.70041,0.00421,-0.71371,0.00419,0,0,10639858,251
1.00,-0.00,-0.00,-0.03,0.09,-0.06,0.70042,0.00419,-0.71370,0.00420,0,0,10657081,250
1.00,-0.00,-0.01,-0.03,-0.06,0.00,0.70039,0.00420,-0.71374,0.00418,0,0,10670023,249
1.00,-0.00,-0.00,-0.09,0.06,0.03,0.70040,0.00422,-0.71372,0.00415,0,0,10687298,250
1.00,-0.00,-0.00,-0.06,-0.09,0.00,0.70041,0.00424,-0.71372,0.00412,0,0,10704495,250
1.00,-0.00,-0.00,-0.12,0.06,-0.03,0.70041,0.00425,-0.71371,0.00409,0,0,10721651,249
1.00,-0.00,0.00,-0.09,0.12,0.03,0.70044,0.00426,-0.71369,0.00408,0,0,10730302,252
1.00,-0.00,-0.00,0.00,0.00,0.00,0.70044,0.00426,-0.71369,0.00408,0,0,10751719,253
