1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,565
0.9996,-0.0013,-0.0009,1.0000,-0.0001,-0.0001,0.0000,0.0000,-0.0610,0.0000,0.0000,-0.0041,217
1.0000,-0.0007,-0.0020,1.0000,-0.0003,-0.0006,0.0000,0.0610,0.0000,-0.0041,0.0122,-0.0081,216
0.9999,-0.0005,-0.0021,1.0000,-0.0004,-0.0007,0.0000,0.0610,-0.0610,-0.0041,0.0163,-0.0122,216
0.9996,-0.0009,-0.0022,1.0000,-0.0005,-0.0010,0.0000,0.0610,-0.0610,-0.0041,0.0244,-0.0203,217
0.9998,-0.0012,-0.0023,0.9999,-0.0006,-0.0012,0.0000,0.1221,-0.0610,-0.0041,0.0326,-0.0244,216
0.9996,-0.0013,-0.0028,0.9999,-0.0006,-0.0013,0.0000,0.1831,-0.0610,-0.0041,0.0448,-0.0285,215
0.9998,-0.0015,-0.0024,0.9999,-0.0010,-0.0018,0.0000,0.6104,-0.1831,-0.0041,0.1343,-0.0570,216
0.9995,-0.0011,-0.0017,0.9999,-0.0010,-0.0019,0.0000,0.7324,-0.1831,-0.0041,0.1831,-0.0651,216
0.9994,-0.0007,-0.0006,0.9998,-0.0009,-0.0019,0.0000,0.7324,-0.1831,-0.0041,0.2319,-0.0732,217
0.9990,-0.0009,0.0005,0.9998,-0.0009,-0.0018,0.0000,0.7935,-0.1831,-0.0041,0.2848,-0.0854,218
0.9985,-0.0006,0.0012,0.9996,-0.0009,-0.0016,0.0000,0.7324,-0.1831,-0.0041,0.3337,-0.0977,218
0.9987,-0.0004,0.0020,0.9995,-0.0009,-0.0014,0.0000,0.6714,-0.1831,0.0000,0.3743,-0.1099,217
0.9989,-0.0001,0.0017,0.9995,-0.0009,-0.0012,0.0000,0.5493,-0.1221,0.0000,0.4069,-0.1180,217
0.9988,-0.0002,0.0018,0.9994,-0.0009,-0.0009,0.0000,0.4272,-0.1221,0.0000,0.4313,-0.1261,216
0.9988,-0.0006,0.0022,0.9993,-0.0009,-0.0007,0.0000,0.3052,-0.0610,0.0000,0.4476,-0.1261,217
0.9987,-0.0007,0.0006,0.9989,-0.0008,0.0007,0.0000,-0.5493,0.0610,0.0000,0.3174,-0.0936,216
0.9988,-0.0005,-0.0002,0.9989,-0.0007,0.0009,0.0000,-0.6104,0.0610,0.0000,0.2482,-0.0814,217
0.9987,-0.0010,-0.0015,0.9988,-0.0007,0.0010,-0.0610,-0.5493,0.0610,-0.0041,0.1709,-0.0651,216
0.9985,-0.0009,-0.0015,0.9987,-0.0007,0.0010,-0.0610,-0.4883,0.0610,-0.0081,0.0895,-0.0488,215
0.9984,-0.0010,-0.0012,0.9986,-0.0007,0.0010,0.0000,-0.4272,0.0610,-0.0081,0.0122,-0.0326,215
0.9988,-0.0010,-0.0015,0.9986,-0.0007,0.0008,0.0000,-0.3662,0.0000,-0.0081,-0.0651,-0.0203,216
0.9991,-0.0011,-0.0023,0.9987,-0.0007,0.0006,0.0000,-0.3052,0.0000,-0.0081,-0.1343,-0.0081,216
0.9989,-0.0016,-0.0022,0.9987,-0.0008,0.0003,0.0000,-0.2441,0.0000,-0.0081,-0.1953,0.0041,216
0.9989,-0.0018,-0.0027,0.9987,-0.0010,-0.0002,0.0610,-0.1221,0.0000,-0.0041,-0.2767,0.0203,217
0.9993,-0.0016,-0.0024,0.9987,-0.0011,-0.0006,0.0610,-0.0610,0.0000,0.0000,-0.3011,0.0244,216
0.9991,-0.0012,-0.0020,0.9988,-0.0011,-0.0009,0.0610,0.0000,0.0000,0.0041,-0.3092,0.0285,216
0.9990,-0.0010,-0.0012,0.9988,-0.0011,-0.0011,0.0610,-0.0610,0.0000,0.0081,-0.3092,0.0285,216
0.9995,-0.0011,-0.0021,0.9989,-0.0012,-0.0014,0.0000,-0.0610,0.0000,0.0081,-0.2930,0.0244,218
0.9994,-0.0012,-0.0020,0.9989,-0.0012,-0.0016,0.0000,-0.0610,0.0000,0.0081,-0.2686,0.0203,218
0.9994,-0.0011,-0.0015,0.9990,-0.0012,-0.0018,0.0000,-0.0610,0.0000,0.0081,-0.2360,0.0163,217
0.9990,-0.0006,-0.0011,0.9990,-0.0012,-0.0018,-0.0610,-0.0610,0.0000,0.0041,-0.1994,0.0122,218
0.9991,-0.0011,0.0000,0.9991,-0.0012,-0.0017,-0.1221,-0.1221,0.0000,-0.0000,-0.1465,0.0041,217
0.9990,-0.0011,-0.0006,0.9991,-0.0012,-0.0016,-0.1221,-0.1221,0.0000,-0.0081,-0.1261,0.0000,216
0.9991,-0.0010,-0.0007,0.9992,-0.0012,-0.0016,-0.0610,-0.0610,0.0000,-0.0122,-0.1058,0.0000,216
0.9994,-0.0007,-0.0006,0.9992,-0.0012,-0.0015,-0.0610,-0.0610,0.0000,-0.0163,-0.0895,0.0000,217
1.0000,-0.0007,-0.0010,0.9992,-0.0011,-0.0014,-0.0610,-0.0610,0.0000,-0.0203,-0.0773,0.0000,216
1.0000,-0.0004,-0.0007,0.9993,-0.0010,-0.0013,-0.0610,-0.0610,0.0000,-0.0244,-0.0732,0.0000,218
1.0000,-0.0006,-0.0004,0.9994,-0.0010,-0.0011,-0.0610,-0.0610,0.0000,-0.0326,-0.0692,0.0000,216
0.9990,-0.0007,-0.0016,0.9995,-0.0008,-0.0009,-0.0610,0.0000,0.0000,-0.0610,-0.0692,0.0000,217
0.9991,-0.0010,-0.0020,0.9994,-0.0008,-0.0009,-0.0610,0.0000,0.0000,-0.0651,-0.0651,0.0000,216
0.9993,-0.0013,-0.0018,0.9994,-0.0008,-0.0009,-0.0610,0.0000,0.0000,-0.0692,-0.0610,0.0000,216
0.9998,-0.0012,-0.0013,0.9995,-0.0009,-0.0010,-0.0610,0.0000,0.0000,-0.0692,-0.0570,0.0000,216
0.9999,-0.0012,-0.0015,0.9995,-0.0009,-0.0010,-0.0610,0.0000,0.0000,-0.0692,-0.0488,0.0000,217
0.9998,-0.0010,-0.0017,0.9996,-0.0009,-0.0011,-0.0610,0.0000,0.0000,-0.0651,-0.0407,0.0000,217
0.9998,-0.0011,-0.0020,0.9996,-0.0009,-0.0012,-0.0610,0.0000,0.0000,-0.0610,-0.0326,0.0000,217
1.0001,-0.0011,-0.0021,0.9997,-0.0010,-0.0015,-0.0610,0.0000,0.0000,-0.0610,-0.0203,0.0000,217
1.0000,-0.0007,-0.0015,0.9997,-0.0010,-0.0016,-0.0610,0.0000,-0.0610,-0.0610,-0.0163,-0.0041,216
1.0001,-0.0006,-0.0011,0.9997,-0.0010,-0.0016,-0.0610,0.0000,-0.0610,-0.0610,-0.0122,-0.0081,216
1.0000,-0.0006,-0.0013,0.9997,-0.0010,-0.0017,-0.0610,0.0000,-0.0610,-0.0610,-0.0081,-0.0122,216
1.0001,-0.0001,-0.0012,0.9997,-0.0009,-0.0017,-0.0610,0.0000,-0.0610,-0.0610,-0.0041,-0.0163,215
1.0007,0.0000,-0.0017,0.9998,-0.0009,-0.0017,-0.0610,0.0000,-0.0610,-0.0610,0.0000,-0.0203,216
1.0007,-0.0001,-0.0017,0.9999,-0.0008,-0.0017,-0.0610,0.0000,-0.0610,-0.0610,0.0000,-0.0244,216
1.0005,-0.0009,-0.0020,1.0002,-0.0007,-0.0018,0.0000,0.0000,-0.0610,-0.0529,0.0000,-0.0407,217
1.0000,-0.0007,-0.0022,1.0002,-0.0006,-0.0018,0.0000,0.0000,0.0000,-0.0488,0.0000,-0.0407,217
0.9994,-0.0009,-0.0026,1.0002,-0.0006,-0.0019,-0.0610,0.0000,-0.0610,-0.0488,0.0000,-0.0448,216
0.9991,-0.0009,-0.0022,1.0001,-0.0006,-0.0019,-0.0610,0.0000,0.0000,-0.0488,0.0000,-0.0448,216
0.9990,-0.0006,-0.0023,1.0001,-0.0006,-0.0018,0.0000,0.0000,0.0000,-0.0448,0.0000,-0.0448,219
0.9995,-0.0015,-0.0021,1.0000,-0.0006,-0.0018,-0.0610,0.0000,0.0000,-0.0448,0.0000,-0.0448,219
0.9988,-0.0021,-0.0022,0.9998,-0.0010,-0.0019,-0.0610,0.0000,-0.1221,-0.0407,0.0000,-0.0529,217
0.9987,-0.0015,-0.0018,0.9996,-0.0010,-0.0019,-0.0610,0.0000,-0.1221,-0.0407,0.0000,-0.0570,217
0.9991,-0.0011,-0.0017,0.9995,-0.0011,-0.0019,-0.0610,0.0610,-0.1221,-0.0407,0.0041,-0.0610,217
0.9995,-0.0009,-0.0012,0.9995,-0.0012,-0.0019,-0.0610,0.0610,-0.1221,-0.0407,0.0081,-0.0651,217
0.9994,-0.0007,-0.0020,0.9994,-0.0012,-0.0019,0.0000,0.0000,-0.1221,-0.0366,0.0081,-0.0692,218
0.9989,-0.0010,-0.0013,0.9993,-0.0012,-0.0019,0.0000,0.0000,-0.1221,-0.0366,0.0081,-0.0732,218
0.9987,-0.0010,-0.0017,0.9992,-0.0012,-0.0018,0.0000,0.0000,-0.1221,-0.0366,0.0081,-0.0773,216
