0.0009525,0.015875,0.115249694,,0.01556,0.01588
-0.0009525,-0.0155575,0.08149384,,0.01461,0.01746
0.0003175,0.0174625,0.162945856,,0.01334,0.01524
-0.0003175,-0.014605,0.162945856,,0.01651,0.01715
0,0.01524,0.16298768,,0.01429,0.01556
0,-0.013335,0.24448152,,0.01492,0.01588
0.00127,0.017145,0.162945856,,0.01556,0.01429
0,-0.01651,0.182132269,,0.01619,0.01556
0.000635,0.0155575,0.16298768,,0.01365,0.01588
0.000635,-0.0142875,0.162945856,,0.01461,0.01588
-0.0003175,0.015875,0.11522012,,0.01429,0.01429
0,-0.0149225,0.16215526,,0.01651,0.01461
-0.0003175,0.0142875,0.163407102,,0.01651,0.01873
0.0009525,-0.0155575,0.163407102,,0.01683,0.01588
0,0.0155575,0.163407102,,0.01556,0.01524
0,-0.0161925,0.162528794,,0.01556,0.01810
-0.0003175,0.015875,0.163365063,,0.01683,0.01683
0,-0.0136525,0.162487206,,0.01746,0.01778
-0.0003175,0.015875,0.163071392,,0.01556,0.01810
0,-0.014605,0.162570405,,0.01461,0.01651
-0.000635,0.0142875,0.163029525,,0.01873,0.01842
0.0022225,-0.0142875,0.181666219,,0.01365,0.01588
0.0003175,0.014605,0.163365063,,0.01365,0.01397
0,-0.01651,0.162528794,,0.01429,0.01492
-0.0003175,0.0187325,0.163365063,,0.01683,0.01588
-0.0003175,-0.01651,0.162528794,,0.01556,0.01492
0,0.015875,0.163365063,,0.01461,0.01524
-0.0003175,-0.0168275,0.162570405,,0.01619,0.01143
-0.0003175,0.01524,0.163365063,,0.01810,0.01619
0.000635,-0.0155575,0.162487206,,0.01588,0.01492
0,0.0180975,0.163828689,,0.01492,0.01429
-0.0003175,-0.0155575,0.162487206,,0.01492,0.01556
-0.0009525,0.0168275,0.182694695,,0.01270,0.01524
0,-0.0168275,0.16298768,,0.01524,0.01524
-0.00127,0.01778,0.11554627,,0.01270,0.01842
-0.0003175,-0.0174625,0.162570405,,0.01461,0.01429
-0.00127,0.0180975,0.163828689,,0.01524,0.01524
0,-0.0155575,0.163828689,,0.01683,0.01429
0,0.01651,0.163828689,,0.01651,0.01429
0,-0.014605,0.163407102,,0.01556,0.01365
-0.000635,0.018415,0.163828689,,0.01492,0.01461
0.0003175,-0.0187325,0.163407102,,0.01397,0.01461
-0.000635,0.015875,0.163786433,,0.01365,0.01461
0,-0.0136525,0.163828689,,0.01461,0.01111
0,0.01397,0.163828689,,0.01842,0.01397
0,-0.0136525,0.163407102,,0.01746,0.01556
-0.000635,0.0149225,0.163828689,,0.01270,0.01588
0,-0.0142875,0.163786433,,0.01778,0.01492
0,0.015875,0.163828689,,0.01302,0.01461
0.0003175,-0.0168275,0.163407102,,0.01619,0.01524
0,0.0149225,0.163828689,,0.01683,0.01492
0.0003175,-0.0155575,0.163407102,,0.01397,0.01492
-0.000635,0.01524,0.163828689,,0.01619,0.01334
0.000635,-0.014605,0.182694695,,0.01746,0.01588
-0.0003175,0.01143,0.081914345,,0.01556,0.01429
-0.0003175,-0.0161925,0.163407102,,0.01619,0.01397
0,0.0161925,0.163786433,,0.01461,0.01588
0,-0.0180975,0.163744198,,0.01524,0.01683
-0.000635,0.0149225,0.163828689,,0.01365,0.01334
0,-0.015875,0.163407102,,0.01588,0.01556
0,0.0142875,0.163828689,,0.02000,0.01556
0,-0.0149225,0.163407102,,0.01619,0.01461
0,0.0155575,0.081914345,,0.01397,0.01588
0.0003175,-0.0149225,0.163407102,,0.01556,0.01556
0,0.01524,0.163828689,,0.01302,0.01524
0.0003175,-0.0127,0.163407102,,0.01683,0.01651
0,0.01524,0.115576012,,0.01715,0.01556
0,-0.01524,0.163407102,,0.01683,0.01556
0,0.018415,0.163786433,,0.01619,0.01461
-0.0003175,-0.0127,0.163828689,,0.01683,0.01461
-0.00127,0.0142875,0.115844377,,0.01461,0.01651
0,-0.014605,0.163828689,,0.01715,0.01619
0,0.01524,0.163786433,,0.01778,0.01556
0,-0.01524,0.163407102,,0.01143,0.01588
-0.0003175,0.0142875,0.115814497,,0.01429,0.01461
0,-0.0168275,0.163407102,,0.01302,0.01397
0,0.0142875,0.163744198,,0.01556,0.01619
0,-0.01651,0.163828689,,0.01397,0.01334
-0.0009525,0.0136525,0.163828689,,0.01429,0.01524
0,-0.0155575,0.163407102,,0.01461,0.01588
-0.0003175,0.014605,0.163491246,,0.01492,0.01429
0.00127,-0.0149225,0.163365063,,0.01270,0.01461
-0.0003175,0.014605,0.163828689,,0.01461,0.01683
0,-0.01397,0.163365063,,0.01175,0.01651
0,0.014605,0.163828689,,0.01238,0.01524
0.0003175,-0.0136525,0.163828689,,0.01619,0.01556
0,0.0111125,0.081914345,,0.01397,0.01588
0.0009525,-0.014605,0.182647693,,0.01588,0.01492
-0.000635,0.01397,0.163786433,,0.01461,0.01461
0.0003175,-0.018415,0.163407102,,0.01492,0.01556
-0.0009525,0.0155575,0.163786433,,0.01492,0.01556
0,-0.0174625,0.163828689,,0.01683,0.01556
-0.0009525,0.015875,0.183166043,,0.01651,0.01683
0,-0.0127,0.163828689,,0.01461,0.01270
0.0003175,0.0149225,0.163786433,,0.01651,0.01397
0,-0.01778,0.163407102,,0.01937,0.01588
-0.0003175,0.014605,0.183118799,,0.01556,0.01842
0.0003175,-0.0130175,0.163407102,,0.01429,0.01143
-0.0003175,0.01524,0.163786433,,0.01429,0.01588
0,-0.0161925,0.163407102,,0.01683,0.01683
0.0003175,0.0149225,0.163828689,,,
0.0003175,-0.0168275,0.163407102,,,
0.0003175,0.0149225,0.163786433,,,
0.0003175,-0.01397,0.163786433,,,
0,0.013335,0.163828689,,,
0.0003175,-0.0161925,0.182694695,,,
-0.0003175,0.015875,0.163744198,,,
0,-0.0174625,0.163407102,,,
0,0.0142875,0.163786433,,,
-0.0003175,-0.0155575,0.163786433,,,
0,0.01397,0.163828689,,,
0.000635,-0.0161925,0.163407102,,,
-0.0003175,0.015875,0.163828689,,,
-0.0003175,-0.014605,0.163407102,,,
0,0.0168275,0.163449163,,,
0,-0.01524,0.163407102,,,
-0.0003175,0.013335,0.163828689,,,
0.0003175,-0.0136525,0.163407102,,,
0,0.0155575,0.163786433,,,
0,-0.015875,0.163407102,,,
0,0.0155575,0.081914345,,,
0.0003175,-0.0200025,0.163407102,,,
-0.0003175,0.014605,0.115844377,,,
0,-0.0161925,0.163407102,,,
0,0.015875,0.081914345,,,
0.00127,-0.01397,0.163491246,,,
0,0.0155575,0.163786433,,,
0,-0.0155575,0.163365063,,,
-0.0003175,0.01524,0.163828689,,,
0,-0.0130175,0.163407102,,,
-0.0003175,0.01651,0.163786433,,,
0,-0.0168275,0.163744198,,,
-0.0003175,0.0155575,0.163828689,,,
0,-0.017145,0.163828689,,,
0,0.0155575,0.081914345,,,
0,-0.0168275,0.162487206,,,
0,0.014605,0.163407102,,,
0.000635,-0.0161925,0.162528794,,,
-0.0003175,0.014605,0.163365063,,,
-0.0003175,-0.0168275,0.16215526,,,
0,0.01651,0.163407102,,,
0,-0.014605,0.163407102,,,
0,0.0161925,0.163407102,,,
0.0003175,-0.017145,0.163407102,,,
-0.0015875,0.0155575,0.163365063,,,
0,-0.01778,0.163323045,,,
-0.000635,0.015875,0.163365063,,,
