0.0172,-6.5698,0,,6.4198,-6.5698,6.5698
0.0002,6.4198,0,,6.4145,-6.5215,6.5215
0.0155,-6.5215,0,,6.4191,-6.5598,6.5598
0.0094,6.4145,0,,6.4253,-6.5478,6.5478
0.0053,-6.5598,0,,6.4021,-6.5702,6.5702
0.0024,6.4191,0,,6.3854,-6.5551,6.5551
0.0298,-6.5478,0,,6.3871,-6.5222,6.5222
-0.005,6.4253,0,,6.3983,-6.5825,6.5825
0.0114,-6.5702,0,,6.4285,-6.5517,6.5517
-0.0049,6.4021,0,,6.4035,-6.5801,6.5801
0.0072,-6.5551,0,,6.4154,-6.5476,6.5476
-0.008,6.3854,0,,6.418,-6.6188,6.6188
0.0173,-6.5222,0,,6.3796,-6.536,6.536
-0.0207,6.3871,0,,6.4145,-6.5729,6.5729
0.0018,-6.5825,0,,6.4079,-6.5158,6.5158
-0.0062,6.3983,0,,6.4298,-6.5781,6.5781
0.0203,-6.5517,0,,6.4271,-6.5805,6.5805
-0.0041,6.4285,0,,6.4441,-6.5531,6.5531
0.0157,-6.5801,0,,6.4053,-6.5904,6.5904
-0.0137,6.4035,0,,6.4074,-6.574,6.574
0.0483,-6.5476,0,,6.3945,-6.5156,6.5156
-0.004,6.4154,0,,6.4152,-6.6033,6.6033
0.0007,-6.6188,0,,6.3899,-6.5488,6.5488
0.0118,6.418,0,,6.4276,-6.6058,6.6058
0.0457,-6.536,0,,6.3673,-6.5845,6.5845
-0.0002,6.3796,0,,6.3722,-6.5549,6.5549
0.0122,-6.5729,0,,6.4219,-6.5503,6.5503
0.002,6.4145,0,,6.3809,-6.573,6.573
0.0096,-6.5158,0,,6.4014,-6.5334,6.5334
0.0037,6.4079,0,,6.4165,-6.5401,6.5401
0.0123,-6.5781,0,,6.3635,-6.5884,6.5884
-0.0138,6.4298,0,,6.4121,-6.5766,6.5766
0.0035,-6.5805,0,,6.425,-6.5549,6.5549
-0.0016,6.4271,0,,0,0,0
0.0105,-6.5531,0,,0,0,0
-0.001,6.4441,0,,0,0,0
0.0171,-6.5904,0,,0,0,0
-0.0199,6.4053,0,,0,0,0
0.0021,-6.574,0,,0,0,0
-0.0002,6.4074,0,,0,0,0
0.0305,-6.5156,0,,0,0,0
0.0057,6.3945,0,,,,
-0.0024,-6.6033,0,,,,
-0.0266,6.4152,0,,,,
0.0407,-6.5488,0,,,,
0.0027,6.3899,0,,,,
0.0074,-6.6058,0,,,,
0.0081,6.4276,0,,,,
0.0269,-6.5845,0,,,,
0.0173,6.3673,0,,,,
-0.0133,-6.5549,0,,,,
0.0005,6.3722,0,,,,
0.0153,-6.5503,0,,,,
-0.0028,6.4219,0,,,,
0.0227,-6.573,0,,,,
-0.0204,6.3809,0,,,,
0.0146,-6.5334,0,,,,
0.0059,6.4014,0,,,,
0.0098,-6.5401,0,,,,
0.0125,6.4165,0,,,,
0.0209,-6.5884,0,,,,
-0.0065,6.3635,0,,,,
0.0029,-6.5766,0,,,,
-0.0146,6.4121,0,,,,
0.0224,-6.5549,0,,,,
-0.0122,6.425,0,,,,
